filename	reference_text	transcribed_text
common_voice_he_40909699	החשיבות ההיסטורית הלאומית, התרבותית, וגם החינוכית	 החשיבות ההיסטורית הלאומית, התרבותית וגם החינוכית.
common_voice_he_40909700	לא תעסוקה, לא תקווה, לא חזון	 לא תעסוקה, לא תקווה, לא חזון.
common_voice_he_40909701	ובעוד שבוע עוד מאה וחמישים אלף מנות	 ובעוד שבוע עוד 150,000 מנות.
common_voice_he_40909702	בעלויות כלולים גם סכומי שכר מהגבוהים במשק	 בעלויות כלולים גם סכומי שכר מהגבוהים במשק.
common_voice_he_41616575	לעולים שהיא מביאה ולא מתאמצת לקלוט בארץ כמו שצריך	 לעולים שהיא מביאה ולא מתאמצת לקלוט בארץ כמו שצריך.
common_voice_he_41616579	שכן אין שואל נוסף שלא ממפלגות אחרות	 שכן אין שואל נוסף שלא ממפלגות אחרות.
common_voice_he_41616580	חלק מהעיצומים הם לא לבצע תיקונים ביישובים הערביים	 חלק מהעיצומים הם לא לבצע תיקונים ביישובים הערביים.
common_voice_he_41616584	היא יכולה לבקר מעשים; היא לא יכולה לבקר אנשים בהכללה	 היא יכולה לבקר מעשים,  היא לא יכולה לבקר אנשים בהכללה.
common_voice_he_41616601	בהם היפ הופ, רגאטון, רית'ם אנד בלוז ומוזיקה אלקטרונית	 בהם היפ-הופ, רגעיתון, ריתם אנד בלוז ומוזיקה אלקטרונית.
common_voice_he_41616602	בישיבות אלה נדונו הבקשות של נציגות הסגל הזוטר	 בישיבות אלה נדונו הבקשות של נציגות הסגל הזוטר.
common_voice_he_41616604	לא רק יהודי, הוא ילד בשבילו	 לא רק יהודי, הוא ילד בשבילו.
common_voice_he_41616612	תבדקו מי האנשים שמתקבלים ומי האנשים שלא מתקבלים	 תבדקו מי האנשים שמתקבלים ומי האנשים שלא מתקבלים.
common_voice_he_41616613	אתה בתור ירושלמי צריך להגן על ירושלים	 אתה בתור ירושלמי צריך להגן על ירושלים.
common_voice_he_41616614	ודחיית ההנחות במס הכנסה לא יפצו על זה	 ודחיית ההנחות במס הכנסה לא יפצו על זה.
common_voice_he_41616616	תצא איזה בשורה גם בנושא הדיור	 תצא, זה בשורה גם בנושא הדיור.
common_voice_he_41616617	אני אישית לא רפורמי ולא קונסרבטיבי	 אני אישית לא רפורמי ולא קונסרבטיבי.
common_voice_he_41616619	ובאמת נתמודד כאן בזירת רעיונות מעניינת	 ובאמת נתמודד כאן בזירת רעיונות מעניינת.
common_voice_he_41616625	מיקרוספוט מתחרה בגוגל ברכישת גיטהאב בשווי אסטרונומי של מליארדים	 מיקרוסופט מתחרה בגוגל ברכישת גיטה בשווי אסטרונומי של מיליארדים.
common_voice_he_41616629	שיפור זה תרם לשמירת היציבות באי-שוויון ובעוני לפי הכנסה כלכלית	 שיפור זה תרם לשמירת היציבות באי-שוויון ובעוני לפי הכנסה כלכלית.
common_voice_he_41616635	כדי שנדע איפה אנחנו עומדים ונראה איך אנחנו צריכים לטפל בסוגיה הזאת	 כדי שנדע איפה אנחנו עומדים ונראה איך אנחנו צריכים לטפל בסוגיה הזאת.
common_voice_he_41616636	נכון שהתחוללו שינויים מפליגים במזרח התיכון	 נכון שהתחוללו שינויים מפליגים במזרח התיכון.
common_voice_he_41616637	אוֹמְרִים, יֵשׁ בָּעוֹלָם נְעוּרִים – הֵיכָן נְעוּרַי?	 אומרים יש בעולם נעורים, היכן נעורי?
common_voice_he_41616638	אפשר שהדיון שם יהיה דיון פתוח	 אפשר שהדיון שם יהיה דיון פתוח.
common_voice_he_41616640	ואני אנסה להסביר גם למה: כמו שהוא אמר	 ואני אנסה להסביר גם למה, כמו שהוא אמר.
common_voice_he_41616642	הרי אנחנו לא רובוטים כמו הקואליציה	 הרי אנחנו לא רובוטים כמו הקואליציה.
common_voice_he_41616643	אני לא אומר שלא - אבל אם אתה הולך לתהליך כזה	 אני לא אומר שלא, אבל אם אתה הולך לתהליך כזה...
common_voice_he_41616644	במשך שעות אין כאן הצבעות שמיות	 במשך שעות אין כאן הצבעות שמיות.
common_voice_he_41616655	שמגיעים לבית-הספר, למה הם מגיעים	 כשמגיעים לבית הספר, למה הם מגיעים?
common_voice_he_41616656	שבארץ עובדים פחות אנשים ממה שעבדו בעבר	 שבארץ עובדים פחות אנשים ממה שעבדו בעבר.
common_voice_he_41616667	בירה זה משקה אלכוהולי שאפשר למצוא בבר או בפאב	 בירה זה משקה אלכוהולי שאפשר למצוא בבר או בפאב.
common_voice_he_41616687	ואז יגידו: איך אפשר לצאת מעזה	 ואז יגידו איך אפשר לצאת מעזה.
common_voice_he_41616688	ולפעמים בארבע או חמש או שש	 ולפעמים בארבע או חמש או שש.
common_voice_he_41616697	ומכיוון שראינו גם שאם לא מתקדמים בשלושים ואחד ביולי הולכים לפטר מאה עובדים	 ומכיוון שראינו שגם אם לא מתקדמים,  ב-31 ביולי הולכים לפטר 100 עובדים.
common_voice_he_41616704	ויעקוב ויגיד מתי הם הלכו ולאיפה הם באו	 ויעקב ויגיד מתי הם הלכו ולאיפה הם באו.
common_voice_he_41616707	אני שמח שאתמול בלילה, בביקור פתע	 אני שמח שאתמול בלילה בביקור פתע,
common_voice_he_41616718	אנחנו נמצאים באיזה רגע נדיר במהלך הקדנציה הזאת	 אנחנו נמצאים באיזה רגע נדיר במהלך הקדנציה הזאת.
common_voice_he_41616728	פגישות וישיבות שבהם נוטלים חלק כל הגורמים שקשורים להפקת אירוע כה מורכב וסבוך	 פגישות וישיבות שבהם נוטלים חלק כל הגורמים  שקשורים להפקת אירוע כה מורכב וסבוך.
common_voice_he_41616729	שהצבעתו האחרונה היתה נגד והיא לא נקלטה	 שהצבעתו האחרונה הייתה נגד והיא לא נקלטה.
common_voice_he_41616730	גם מבחינת קווי היסוד וגם מבחינת הפילוסופיה	 גם מבחינת קווי היסוד וגם מבחינת הפילוסופיה.
common_voice_he_41616731	אנחנו מוכנים לרצוח אלף וחמש מאות בני-אדם ללא הבדל גזע	 אנחנו מוכנים לרצוח 1,500 בני אדם ללא הבדל גזע.
common_voice_he_41616740	"קבוצת סיעת קדימה, קבוצת סיעת חדש"""	 קבוצת סיעת קדימה, קבוצת סיעת חדש
common_voice_he_41616743	אוּלַי הִיא כּוֹלֶלֶת הֲמוֹן נְטָפִים	 אולי היא כוללת המון נטפים.
common_voice_he_41616745	שמעתי שבעיראק נהרגו החודש חמש מאות אנשים	 שמעתי שבעיראק נהרגו החודש 500 אנשים.
common_voice_he_41616748	לחזור מדרך הדמים, דרך הכוח והפורענות	 לחזור מדרך הדמים, דרך הכוח והפורענות.
common_voice_he_41616756	אתמול התקיים מפגש בירדן בחסות הקוורטט	 אתמול התקיים מפגש בירדן בחסות הקוורטט.
common_voice_he_41616757	ובעיות אחרות שמוזכרות בתוכנית המפורטת שמשרד הבריאות הכין	 ובעיות אחרות שמוזכרות בתוכנית המפורטת שמשרד הבריאות הכין.
common_voice_he_41616758	עמיתי ורעי מוועדת הכלכלה שדואג לשכבות מצוקה	 אמיתי ורעי מוועדת הכלכלה שדואג לשכבות מצוקה.
common_voice_he_41616760	מה ששמעתי ומה שקיבלנו - ההחלטה של בית-המשפט	 מה ששמעתי ומה שקיבלנו – ההחלטה של בית המשפט.
common_voice_he_41616761	המוזיקה, האמנות הפלסטית, המחול, הספרות, השירה	 המוזיקה, האמנות הפלסטית, המחול, הספרות, השירה
common_voice_he_41616762	אז אני אומר: ההצעה היא הצעה	 אז אני אומר, ההצעה היא הצעה.
common_voice_he_41616770	בשדרות רחמנא ליצלן - אולי תיתנו להם פעם תשובה	 בשדרות, רחמנא ליצלן, אולי תיתנו להם פעם תשובה?
common_voice_he_41616772	כאשר חזרו ראשוני הציונות אל הרעיון הציוני	 כאשר חזרו ראשוני הציונות אל הרעיון הציוני
common_voice_he_41616788	ראשון-לציון ואשדוד ישלמו פחות; ירושלים	 ראשון לציון ואשדוד ישלמו פחות, ירושלים.
common_voice_he_41616790	אני מוכן ללמד אותך את ההיסטוריה של נגבה	 אני מוכן ללמד אותך את ההיסטוריה של נגבה.
common_voice_he_41616792	רציניים וחשובים אפילו הוצאו מהתוכנית הכלכלית	 רציניים וחשובים אפילו הוצאו מהתוכנית הכלכלית.
common_voice_he_41616807	הוא אמר: אני לא משתתף במערכת הבחירות	 הוא אמר, אני לא משתתף במערכת הבחירות.
common_voice_he_41616808	לָמָּה שֶׁלֹּא תֵּלֵךְ לִישׁוֹן?	 למה שלא תלך לישון?
common_voice_he_41616809	אני כרגע משאיר מה שלא קשור לדוח	 אני כרגע משאיר מה שלא קשור לדו״ח.
common_voice_he_41616811	עקרונית, אם אשה מבקשת לסיים היריון	 עקרונית, אם אישה מבקשת לסיים הריון.
common_voice_he_41486343	אני מעדיף שזה ייעשה מתוך הבנה	 אני מעדיף שזה ייעשה מתוך הבנה.
common_voice_he_41486344	כמו שכבר דובר, בעיקר מסים עקיפים	 כמו שכבר דובר, בעיקר מיסים עקיפים.
common_voice_he_41486345	בשעה חמש תיפתח הישיבה המיוחדת לזכרו של יצחק רבין	 בשעה חמש תיפתח הישיבה המיוחדת לזכרו של יצחק רבין.
common_voice_he_41486346	אקמול צינון עם קוקטיל של סטרואידים להורדת החום	 אקמול צינון עם קוקטייל של סטרואידים להורדת החום.
common_voice_he_41486347	לוחשים, אומרים: הקואליציה, סיעה, קואליציה, סיעה	 לוחשים אומרים הקואליציה סיעה קואליציה סיעה.
common_voice_he_41486353	ולא רק מטרות מונטריות ומטרות כלכליות	 ולא רק מטרות מוניטריות ומטרות כלכליות.
common_voice_he_41486354	אבל אין בעיה להתאכזב גם מכם	 אבל אין בעיה להתאכזב גם מכם.
common_voice_he_41486355	"כי תמות נפשי עם פלשתים"" זה מול האויב"""	 כי תמות נפשי עם פלישתים זה מול האויב.
common_voice_he_41486356	"הוא יהודי מה שנקרא בשפתנו עויבד"""	 הוא יהודי, מה שנקרא בשפתנו אובד.
common_voice_he_41486357	שרפרף גבוהה יכול לשמש גם כשולחן	 שרפרף גבוה יכול לשמש גם כשולחן.
common_voice_he_41486358	באופן מבוקר, באופן סדיר, באופן מוקצב	 באופן מבוקר, באופן סדיר, באופן מוקצב.
common_voice_he_41486359	מאמא אני מקבלת מכתבים כסדר.	 מאמא אני מקבלת מכתבים כסדר.
common_voice_he_41486360	אני לא יודע אם אנחנו נצטרף לקואליציה החדשה	 אני לא יודע אם אנחנו נצטרף לקואליציה החדשה.
common_voice_he_41486361	האלטרנטיבה היא ברורה, ואנחנו ניקלע להידרדרות	 האלטרנטיבה היא ברורה, ואנחנו ניקלע להידרדרות.
common_voice_he_41486362	עֲטֶ֣רֶת זְ֭קֵנִים בְּנֵ֣י בָנִ֑ים וְתִפְאֶ֖רֶת בָּנִ֣ים אֲבוֹתָֽם׃	 עטרת זקנים בני בנים, ותפארת בנים אבותם.
common_voice_he_41486368	כמה עולה המוצר הזה?	 כמה עולה המוצר הזה?
common_voice_he_41486369	כי בתום חמש דקות מצלצול אנחנו מצביעים	 כי בתום חמש דקות מצלצול אנחנו מצביעים.
common_voice_he_41486370	מישור הדיון הוא מה קורה במאבקים פוליטיים	 מישור הדיון הוא מה קורה במאבקים פוליטיים.
common_voice_he_41486371	אבל הרבה אנשים בימין דווקא חושבים כך	 אבל הרבה אנשים בימין דווקא חושבים כך.
common_voice_he_41486372	תקיימנה דיאלוג פתוח ומעמיק אשר יאפשר להן להבריא פצעים שנותרו פתוחים עשרות שנים	 תקיימנה דיאלוג פתוח ומעמיק אשר יאפשר להן להבריא פצעים שנותרו פתוחים עשרות שנים.
common_voice_he_41486373	"הודיעה חברת האופנה הישראלית ""רנואר"" שקירל היא הפרזנטורית המוזיקלית החדשה שלהם"	 הודיעה חברת האופנה הישראלית רנואר שקירל היא  הפרזנטורית המוזיקלית החדשה שלהם.
common_voice_he_41486374	כפל אגרה עשרים ושלושה אלף שקל	 כפל אגרה 23,000 שקל
common_voice_he_41486375	לכזה שפל מדרגה, לא רק מוסרי	 לחזה שפל מדרגה לא רק מוסרי.
common_voice_he_41486376	כִּ֭י אִם־יֵ֣שׁ אַחֲרִ֑ית וְ֝תִקְוָתְךָ֗ לֹ֣א תִכָּרֵֽת׃	 כי אם יש אחרית ותקוותך לא תיכרת.
common_voice_he_41486377	זה נותן תעסוקה ללא מעט אנשים	 זה נותן תעסוקה ללא מעט אנשים.
common_voice_he_41486383	כשאני נכנסת לחנות ספרים ואני קונה ספר בודד	 כשאני נכנסת לחנות ספרים ואני קונה ספר בודד.
common_voice_he_41486384	הבנקים אמרו: אנחנו מוכנים להסדיר זאת בעצמנו	 הבנקים אמרו, אנחנו מוכנים להסדיר זאת בעצמנו.
common_voice_he_41486385	כי אוי ואבוי אם ייפגע אחד מהאלמנטים הדתיים שעליהם מורכבת ירושלים	 כי אוי ואבוי אם ייפגע אחד מהאלמנטים  הדתיים שעליהם מורכבת ירושלים.
common_voice_he_41486386	זו הקצבה היחידה שיכולה לתת לפרפלגים	 זו הקצבה היחידה שיכולה לתת לפרפלגים.
common_voice_he_41486387	כי אדם שחי נגיד מקצבת ביטוח לאומי והוא שוכר דירה בשוק החופשי	 כי אדם שחי נגיד מקצבת ביטוח לאומי והוא שוכר דירה בשוק החופשי.
common_voice_he_41605155	אפילו האויב כבר לא מבוצר מאחורי שלושה קווי הגנה סוריים	 אפילו האויב כבר לא מבוצר מאחורי שלושה קווי הגנה סורים.
common_voice_he_41605156	השבוע קיבלתי מכתב מרעייתו והזדעזעתי לשמוע שהאיש	 השבוע קיבלתי מכתב מרעייתו והזדעזעתי לשמוע שהאיש
common_voice_he_41605157	עֲטֶ֣רֶת תִּפְאֶ֣רֶת שֵׂיבָ֑ה בְּדֶ֥רֶךְ צְ֝דָקָ֗ה תִּמָּצֵֽא׃	 עטרת תפארת שיבה, בדרך צדקה תימצא.
common_voice_he_41605158	כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא יכולתי לנשום.	 כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא יכולתי לנשום.
common_voice_he_41605159	שינויים ושיפורים משמעותיים לטובת חיילי המילואים	 שינויים ושיפורים משמעותיים לטובת חיילי המילואים
common_voice_he_41605160	לדעתי יש בזה פתיחת פתח להרבה עתירות	 לדעתי יש בזה פתיחת פתח להרבה עתירות.
common_voice_he_41605161	פְּעֻלּוֹת שֶׁהִתְכּוֹנַנּוּ לָהֶן לֹא יָצְאוּ לַפֹּעַל.	 פעולות שהתכוננו להן לא יצאו לפועל.
common_voice_he_41605162	אולי באמת נתחיל מהנתונים הלא-קלים בנושא הזה	 אולי באמת נתחיל מהנתונים הלא קלים בנושא הזה.
common_voice_he_41605163	לא מוסיפה לשיפור במצב מחירי הברזל	 לא מוסיפה לשיפור במצב מחירי הברזל.
common_voice_he_41605164	לפני כשלושה שבועות אנחנו קיימנו דיון בוועדה למעמד האשה	 לפני כשלושה שבועות אנחנו קיימנו דיון בוועדה למעמד האישה.
common_voice_he_41605165	"ואנחנו הרסרים או הרב""טים או הסמלים"""	 ואנחנו הרסארים או הרבתים או הסמלים.
common_voice_he_41605168	הרי זה צריך לתת אולי תשובה יותר נכונה בתקציב הבא	 הרי זה צריך לתת אולי תשובה יותר נכונה בתקציב הבא.
common_voice_he_41605169	האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני	 האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני?
common_voice_he_41605170	כך שחלק מהפערים תוקנו הלכה למעשה	 כך שחלק מהפערים תוקנו הלכה למעשה.
common_voice_he_41605171	בוקעות בהמיות ואלימות מהסוג שמקצתו תואר דרך מקרה פרטי	 בוקעות בהמיות ואלימות מהסוג שמקצתו תואר דרך מקרה פרטי.
common_voice_he_41605172	קוקטיל תרופות יכול להביא לשיפור האפקטיביות של טיפול מונע דיכאון	 קוקטייל תרופות יכול להביא לשיפור האפקטיביות של טיפול מוני הדיכאון.
common_voice_he_41605173	ההפחתה תסתכם בכעשרים ושלוש אגורות והיא נכנסה לתוקף אמש בחצות	 ההפחתה תסתכם בכ-23 אגורות,  והיא נכנסה לתוקף אמש בחצות.
common_voice_he_41605176	הם העסיקו עובדים זרים לא חוקיים	 הם העסיקו עובדים זרים לא חוקיים.
common_voice_he_41605177	התגלו סגולותיו כמארג שנחשף אט-אט; יפי תוארו	 התגלו סגולותיו כמארג שנחשף אט-אט,  יפי תוארו.
common_voice_he_41605178	סֵמֶל אֵינוֹ זָר לַתְּבוּנָה	 סמל אינו זר לתבונה.
common_voice_he_41605179	זה בלתי אפשרי גם מבחינת בעלויות בקרקע וגם מבחינת הטופוגרפיה	 זה בלתי אפשרי גם מבחינת בעלויות בקרקע וגם מבחינת הטופוגרפיה.
common_voice_he_41605180	אנו מזהירים מפני הסכנה שבחפירות המתבצעות לאחרונה מתחת למסגד אל-אקצא לאורך רשת מנהרות	 אנו מזהירים מפני הסכנה שבחפירות המתבצעות לאחרונה  מתחת למסגד אל-אקצא לאורך רשת מנהרות.
common_voice_he_41605181	מי שבונה בטונדות הוא הצד החלש	 מי שבונה בטונדות הוא הצד החלש.
common_voice_he_41605183	הפתרון המועדף הוא חינוך חינם לגיל הרך	 הפתרון המועדף הוא חינוך חינם לגיל הרך.
common_voice_he_41605184	יישאר שם במעקב ויועלה לדיון רק בעת הצורך	 יישאר שם במעקב ויועלה לדיון רק בעת הצורך.
common_voice_he_41605185	הרבה אנטנות קטנות או אנטנה אחת גדולה	 הרבה אנטנות קטנות או אנטנה אחת גדולה.
common_voice_he_41605186	אם הדגם הזה יעבור לערים אחרות	 עם הדגם הזה יעבור לערים אחרות.
common_voice_he_41605188	אלא בשימור מרכזי כוח מסוימים במערכות השלטון	 אלא בשימור מרכזי כוח מסוימים במערכות השלטון.
common_voice_he_41605190	אני בעד חיזוק מזרח-ירושלים כולה בכל מקום שבו נימצא	 אני בעד חיזוק מזרח ירושלים כולה בכל מקום שבו נמצא.
common_voice_he_41605191	אז איך הייתי יכולה לשלם עבור טיפול בחרדה	 אז איך הייתי יכולה לשלם עבור טיפול בחרדה?
common_voice_he_41605192	כי פארק תעשייה קיסריה נבנה בשטח ללא שיפוט	 כי פארק תעשייה קיסריה נבנה בשטח ללא שיפוט.
common_voice_he_41605193	בפרט בעבירות מין וגם בעניין אלימות	 בפרט בעבירות מין וגם בעניין אלימות.
common_voice_he_41605194	המופתי הזה עכשיו דיבר נגד היהוּד	 המופתי הזה עכשיו דיבר נגד היהוד.
common_voice_he_41605195	והבנתי גם שוועדת החינוך הולכת להתכנס לדיון	 והבנתי גם שוועדת החינוך הולכת להתכנס לדיון.
common_voice_he_41605196	כדי שבבוא העת, כאשר יתבררו העובדות	 כדי שבבוא העת כאשר יתבררו העובדות.
common_voice_he_41605197	נובמבר, ולפעמים מחסנים גם בחודש דצמבר	 נובמבר, ולפעמים מחסנים גם בחודש דצמבר.
common_voice_he_41605199	שכבר מזמן פסקו מלהישמע בהיסטוריה האנושית	 שכבר מזמן פסקו מלהישמע בהיסטוריה האנושית.
common_voice_he_41605200	כי אי-אפשר לגמור עם; אי-אפשר להכניע עם שלם בכוח הכדורים וברצח ובהרג	 כי אי אפשר לגמור עם,  אי אפשר להכניע עם שלם בכוח הכדורים וברצח ובהרג.
common_voice_he_41605201	כתוצאה מהפיצוץ נפצע באורח בינוני המאבטח	 כתוצאה מהפיצוץ נפצע באורך בינוני המאבטח.
common_voice_he_41605202	עם איזו יוזמה חדשה שמטרתה אחת	 עם איזו יוזמה חדשה שמטרתה אחת.
common_voice_he_41605203	אני סבור שהנושא מעלה שלל קשיים	 אני סבור שהנושא מעלה שלל קשיים.
common_voice_he_41605204	המנהיג הלובי מועמר קדאפי ידוע בעמדותיו	 המנהיג הלובי, מועמר קדאפי, ידוע בעמדותיו.
common_voice_he_41605205	המחירים עדיין גבוהים ולוקח זמן לטפל בזה	 המחירים עדיין גבוהים ולוקח זמן לטפל בזה.
common_voice_he_41605206	לא יבואו גויים וזרים בחלקנו ובאדמתנו	 לא יבואו גויים וזרים בחלקנו ובאדמתנו.
common_voice_he_41605208	אני מניח שגם הוסר ספק לגבי הצבעות ידניות לעתיד הקרוב	 אני מניח שגם הוסר ספק לגבי  הצבעות ידניות לעתיד הקרוב.
common_voice_he_41605209	שגם בה הוא לא ייטול עוד חלק	 שגם בה הוא לא יטול עוד חלק.
common_voice_he_41605211	אז ירושלים שואלת בצדק: למה לא אני	 אז ירושלים שואלת בצדק, למה לא אני?
common_voice_he_41605212	צמצום המגזר הציבורי, הקטנת נטל המס	 צמצום המגזר הציבורי הקטנת נטל המס
common_voice_he_41605213	בדרך כלל אומרים: מה המציעים מציעים	 בדרך כלל אומרים מה המציעים מציעים.
common_voice_he_41605214	לֵ֗ב י֭וֹדֵעַ מָרַּ֣ת נַפְשׁ֑וֹ וּ֝בְשִׂמְחָת֗וֹ לֹא־יִתְעָ֥רַב זָֽר׃	 לב יודע מרת נפשו, ובשמחתו לא התערב זר.
common_voice_he_39326813	אֶפְרַיִם, רוֹצֶה אֲנִי לְהַגִּיד מַשֶּׁהוּ.	 אפרים, רוצה אני להגיד משהו.
common_voice_he_39326815	משום שבעניינים מן הסוג הזה אין שמש בגבעון דום וירח בעמק איילון	 משום שבעניינים מן הסוג הזה אין שמש בגבעון דום וירח בעמק איילון.
common_voice_he_39326816	לֹא יָדַעְנוּ מָה לַעֲשׂוֹת.	 לא ידענו מה לעשות.
common_voice_he_39326817	רָאִיתִי שֶׁהַכֹּל חַי וְצוֹהֵל לִקְרַאת הַיּוֹם הַזֶּה, הַיּוֹם הָאֶחָד בְּכָל הַחוֹרֶף	 ראיתי שהכל חי וצוהל לקראת היום הזה,  היום האחד בכל החורף.
common_voice_he_39326818	ייתכן שאמונתי בכל זאת עמוקה	 ייתכן שאמונתי בכל זאת עמוקה.
common_voice_he_39326825	אין רואים כלל את הבחור?	 אין רואים כלל את הבחור?
common_voice_he_39326826	עַתָּה אֵין לִי כְלוּם בָּעוֹלָם – אֵין לִי דָבָר.	 אתה אין לי כלום בעולם, אין לי דבר.
common_voice_he_39326827	לִפְנֵי כִּשְׁבוּעַיִם גִּלִּינוּ לוּחַ אֶבֶן שֶׁחָקוּק עָלָיו בִּכְתָב צִידוֹנִי תַּרְשִׁים שֶׁל מִקְדָּשׁ	 לפני כשבועיים גילינו לוח אבן שחקוק עליו בכתב צידוני תרשים של מקדש.
common_voice_he_39326828	שאינם נחקקים באופן חוקתי ואשר לעתים קרובות הם הזויים	 שאינם נחקקים באופן חוקתי ואשר לעיתים קרובות הם הזויים.
common_voice_he_39326830	אני אסיים בעוד תוכנית סאטירית, ריאלית	 אני אסיים בעוד תוכנית סאטירית ריאלית.
common_voice_he_39326852	הִתְחִילָה רְכִיבָה בִּמְלֹא מוּבָן הַמִילָה.	 התחילה רכיבה במלוא מובן המילה.
common_voice_he_39326853	היהודי הפרטיקולרי הוא היהודי שקיבל תורה מסיני ומקיים מצוות	 היהודי הפרטיקולרי הוא היהודי שקיבל תורה מסיני ומקיים מצוות.
common_voice_he_39326854	זמן רב לא כתבתי.	 זמן רב לא כתבתי.
common_voice_he_39326855	הַמּוֹרִים חָשְׁבוּ כִּי הָרְגוּ אֶת הַמַּחְלָקָה.	 המורים חשבו כי הרגנו את המחלקה.
common_voice_he_39326856	בּוֹא אַחֲרַי לַחֲפִירוֹת. כֻּלָּם מִשְׁתַּגְּעִים מִשִּׂמְחָה.	 בוא אחריי לחפירות, כולם משתגעים משמחה.
common_voice_he_39326862	זָר אֲנִי לָאֲנָשִׁים, אוּלָם קָרוֹב אֲנִי לָאֲדָמָה.	 זר אני לאנשים, אולם קרוב אני לאדמה.
common_voice_he_39326863	אבל לפעמים אני חושבת שהייתי יכולה לנצל שנה זו ללימודים יותר חשובים.	 אבל לפעמים אני חושבת שהייתי יכולה לנצל שנה זו ללימודים יותר חשובים.
common_voice_he_39326864	תְּנוּ לוֹ לְדַבֵּר לְכָל הָרוּחוֹת	 תנו לו לדבר לכל הרוחות.
common_voice_he_39326865	אין מלים בפי למסור את ההרגשות שעוררו בי הדרך והאוטובוס לעמק	 אין מילים בפי למסור את הרגשות שעוררו בי הדרך והאוטובוס לעמק.
common_voice_he_39326866	והבעיה הקשה היא שהוא השחקן החזק ביותר	 והבעיה הקשה היא שהוא השחקן החזק ביותר.
common_voice_he_39327003	ולחדול מספינים פוליטיים נכלוליים לשינוי שיטת הממשל	 ולחדול מספינים פוליטיים נכלוליים לשינוי שיטת הממשל.
common_voice_he_39327004	אין הוא יכול לחכות יותר.	 אין הוא יכול לחכות יותר.
common_voice_he_39327005	הרי אין דוגמה אחת בעולם לכך שבזמן מיתון הורדת מסים יצרה צמיחה	 הרי אין דוגמה אחת בעולם לכך שבזמן מיתון הורדת מיסים יצרה צמיחה.
common_voice_he_39327006	כל האחים במשפחה נראים כמו תאומים אחד של השני.	 כל האחים במשפחה נראים כמו תאומים אחד של השני.
common_voice_he_39327007	מה שקורה בספרד, מה שקורה באיטליה	 מה שקורה בספרד, מה שקורה באיטליה.
common_voice_he_39327020	זה הקושי היחידי. היחידי? כן, סבורה אני.	 זה הקושי היחידי,  היחידי כן סבורה אני.
common_voice_he_39327022	אולי נלך לעשות איזה טיול קצר בנחל	 אולי נלך לעשות איזה טיול קצר בנחל.
common_voice_he_39327024	לי לא שיחק המזל באמריקה?! כלום אתה יודע עם מי הנך מדבר?	 לי לא שיחק המזל באמריקה,  כלום אתה יודע עם מינך מדבר?
common_voice_he_39327025	כאשר עמדנו מול יתרון בכמויות הנשק והחיילים	 כאשר עמדנו מול יתרון בכמויות הנשק והחיילים
common_voice_he_39327027	אנחנו רוצים לאפשר לפלסטינים חופש פולחן בהר-הבית	 אנחנו רוצים לאפשר לפלסטינים חופש פולחן בהר הבית.
common_voice_he_39327033	חמוציות זה לאירועים מיוחדים.	 חמוציות זה לאירועים מיוחדים.
common_voice_he_39327038	אַךְ אִישׁ לֹא יַפְנֶה מֶבָּטוֹ אֶל עֶבְרִי.	 אך איש לא יפנה מבטו אל עברי.
common_voice_he_39327040	כָּל שָׁנָה הֵבִיאָה לוֹ פְּרָחִים יְפֵהפִיִּים.	 כל שנה הביאה לו פרחים יפהפיים.
common_voice_he_39327041	מִן טְבֶרְיָה הָעִיר וְעַד לַדֶּרֶךְ הַצְּדָדִית הַמִּתְרוֹמֶמֶת לְבֵין הֶהָרִים שֶׁבְּתוֹכָם שֶׁכֵּן הַכְּפָר.	 מן טבריה העיר ועד לדרך הצדדית המתרוממת  לבין הערים שבתוכם שכן הכפר.
common_voice_he_39327047	הוא מוביל אותי לצד הנהר השקט.	 הוא מוביל אותי לצד הנהר השקט.
common_voice_he_39327048	מפני רגע זה אני פוחדת מאוד. מודה אני בגלוי.	 מפני רגע זה אני פוחדת מאוד, מודה אני בגלוי.
common_voice_he_39327049	בּוֹא אִתִּי, בּוֹא אִתִּי	 בוא איתי בוא איתי
common_voice_he_39327050	שלוש עשרה מועצות מקומיות וארבע עיריות	 13 מועצות מקומיות וארבע עיריות
common_voice_he_39327051	התוכנית הזאת עדיין לא נכנסה כלל לתוקף	 התוכנית הזאת עדיין לא נכנסה כלל לתוקף.
common_voice_he_39327063	זוֹרְחִים עוֹד כּוֹכָבִים	 זורחים עוד כוכבים.
common_voice_he_39327065	אַתָּה צָרִיךְ לְהָבִין, כִּי אֵין הָאֲנָשִׁים הַמְחַפְּשִׂים יַהֲלוֹמִים כִּשְׁאָר בְּנֵי־הָאָדָם.	 אתה צריך להבין כי אין האנשים המחפשים יהלומים כשאר בני אדם.
