filename	reference_text	transcribed_text
common_voice_he_41616642	הרי אנחנו לא רובוטים כמו הקואליציה	הרי אנחנו לא רובוטים כמו הקואליציה
common_voice_he_41616643	אני לא אומר שלא אבל אם אתה הולך לתהליך כזה	אני לא אומר שלא אבל אם אתה הולך לתהליך כזה
common_voice_he_41616644	במשך שעות אין כאן הצבעות שמיות	במשך שעות אין כאן הצבעות שמיות
common_voice_he_41616655	שמגיעים לבית הספר למה הם מגיעים	כשמגיעים לבית הספר למה הם מגיעים
common_voice_he_41616656	שבארץ עובדים פחות אנשים ממה שעבדו בעבר	שבארץ עובדים פחות אנשים ממה שעבדו בעבר
common_voice_he_41616667	בירה זה משקה אלכוהולי שאפשר למצע בבר או בפאב	בירה זה משקה אלכוהולי שאפשר למצע בבר או בפאב
common_voice_he_41616687	ואז יגידו איך אפשר לצאת מעזה	ואז יגידו איך אפשר לצאת מעזה
common_voice_he_41616688	ולפעמים בארבע או חמש או שש	ולפעמים בארבע או חמש או שש
common_voice_he_41616697	ומכיון שראינו גם שאם לא מתקדמים בשלושים ואחד ביולי הולכים לפטר מאה עובדים	ומכיון שראינו שגם אם לא מתקדמים בשלושים ואחת ביולי הולכים לפטר מאה עובדים
common_voice_he_41616704	ויעקב ויגיד מתי הם הלכו ולאיפה הם באו	ויעקב ויגיד מתי הם הלכו ולאיפה הם באו
common_voice_he_41616707	אני שמח שאתמול בלילה בבכור פתע	אני שמח שאתמול בלילה בבכור פתע
common_voice_he_41616718	אנחנו נמצאים באיזה רגע נדיר במהלך הקדנציה הזאת	אנחנו נמצאים באיזה רגע נדיר במהלך הקדנציה הזאת
common_voice_he_41616728	פגישות וישיבות שבהם נוטלים חלק כל הגורמים שקשורים להפקת אורע כה מרכב וסבוך	פגישות וישיבות שבהם נוטלים חלק כל הגורמים שקשורים להפקת אורע כה מרכב וסבוך
common_voice_he_41616729	שהצבעתו האחרונה הייתה נגד והיא לא נקלטה	שהצבעתו האחרונה הייתה נגד והיא לא נקלטה
common_voice_he_41616730	גם מבחינת וקי היסוד וגם מבחינת הפילוסופיה	גם מבחינת וקי היסוד וגם מבחינת הפילוסופיה
common_voice_he_41616731	אנחנו מוכנים לרצח אלף וחמש מאות בני אדם ללא הבדל גזע	אנחנו מוכנים לרצח אלף וחמש מאות בני אדם ללא הבדל גזע
common_voice_he_41616740	קבוצת סיעת קדימה קבוצת סיעת חדש	קבוצת סיעת קדימה קבוצת סיעת חדש
common_voice_he_41616743	אולי היא כוללת המון נטפים	אולי היא כוללת המון נטפים
common_voice_he_41616745	שמעתי שבעיראק נהרגו החדש חמש מאות אנשים	שמעתי שבעיראק נהרגו החדש חמש מאות אנשים
common_voice_he_41616748	לחזר מדרך הדמים דרך החך והפרעות	לחזר מדרך הדמים דרך החך והפרעות
common_voice_he_41616756	אתמול התכים מפגש בירדן בחסות הקורט	אתמול התכים מפגש בירדן בחסות הקורט
common_voice_he_41616757	ובעיות אחרות שמזכרות בתכנית המפרטת שמשרד הבריאות הכין	ובעיות אחרות שמזכרות בתכנית המפרטת שמשרד הבריאות הכין
common_voice_he_41616758	עמיתי ורעי מועדת הכלכלה שדואג לשכבות מצוקה	אמתי ורעי מועדת הכלכלה שדואג לשכבות מצוקה
common_voice_he_41616760	מה ששמעתי ומה שקבלנו ההחלטה של בית המשפט	מה ששמעתי ומה שקבלנו ההחלטה של בית המשפט
common_voice_he_41616761	המוזיקה האמנות הפלסטית המחול הספרות השירה	המוזיקה האמנות הפלסטית המחול הספרות השירה
common_voice_he_41616762	אז אני אומר ההצעה היא הצעה	אז אני אומר ההצעה היא הצעה
common_voice_he_41616770	בשדרות רחמנא ליצלן אולי תתנו להם פעם תשובה	בשדרות רחמנא ליצלן אולי תתנו להם פעם תשובה
common_voice_he_41616772	כאשר חזרו ראשוני הציונות אל הרעיון הציוני	כאשר חזרו ראשוני הציונות אל הרעיון הציוני
common_voice_he_41616788	ראשון לציון ואשדוד ישלמו פחות ירושלים	ראשון לציון ואשדוד ישלמו פחות ירושלים
common_voice_he_41616790	אני מוכן ללמד אותך את ההיסטוריה של נגבה	אני מוכן ללמד אותך את ההיסטוריה של נגבה
common_voice_he_41616792	רציניים וחשובים אלפו הוצאו מהתכנית הכלכלית	רציניים וחשובים אלפו הוצאו מהתכנית הכלכלית
common_voice_he_41616807	הוא אמר אני לא משתתף במערכת הבחירות	הוא אמר אני לא משתתף במערכת הבחירות
common_voice_he_41616808	למה שלא תלך לישן	למה שלא תלך לישן
common_voice_he_41616809	אני כרגע משאיר מה שלא קשור לדוח	אני כרגע משאיר מה שלא קשור לדוח
common_voice_he_41616811	עקרונית אם אשה מבקשת לצים הריון	עקרונית אם אשה מבקשת לצים הריון
common_voice_he_41486343	אני מעדיף שזה יעשה מתוך הבנה	אני מעדיף שזה יעשה מתוך הבנה
common_voice_he_41486344	כמו שכבר דבר בעקר מסים עקיפים	כמו שכבר דבר בעקר מסים עקיפים
common_voice_he_41486345	בשעה חמש תפתח הישיבה המייחדת לזכרו של יצחק רבין	בשעה חמש תפתח הישיבה המייחדת לזכרו של יצחק רבין
common_voice_he_41486346	אקמול צנון עם קוקטי של סטרואידים להורדת החם	אקמול צנון עם קוקטי של סטרואידים להורדת החם
common_voice_he_41486347	לוחשים אומרים הקואליציה סיעה קואליציה סיעה	לוחשים אומרים הקואליציה סיעה קואליציה סיעה
common_voice_he_41486353	ולא רק מטרות מנוטריות ומטרות כלכליות	ולא רק מטרות מוניטריות ומטרות כלכליות
common_voice_he_41486354	אבל אין בעיה להתאכזב גם מכם	אבל אין בעיה להתאכזב גם מכם
common_voice_he_41486355	כי תמות נפשי עם פלשתים זה מול האויב	כי תמות נפשי עם פלשתים זה מול האויב
common_voice_he_41486356	הוא יהודי מה שנקרא בשפתנו ועיבד	הוא יהודי מה שנקרא בשפתנו אבד
common_voice_he_41486357	שרפרף גבוהה יכול לשמש גם כשלחן	שרפרף גבוה יכול לשמש גם כשלחן
common_voice_he_41486358	באפן מבקר באפן סדיר באפן מקצב	באפן מבקר באפן סדיר באפן מקצב
common_voice_he_41486359	מאימא אני מקבלת מכתבים כסדר	מאימא אני מקבלת מכתבים כסדר
common_voice_he_41486360	אני לא יודע אם אנחנו נצטרף לקואליציה החדשה	אני לא יודע אם אנחנו נצטרף לקואליציה החדשה
common_voice_he_41486361	האלטרנטיבה היא ברורה ואנחנו נקלע להידרדרות	האלטרנטיבה היא ברורה ואנחנו נקלע להידרדרות
common_voice_he_41486362	עטרת זקנים בני בנים ותפארת בנים עבותם	עטרת זקנים בני בנים ותפארת בנים עבותם
common_voice_he_41486368	כמה עולה המוצר הזה	כמה עולה המוצר הזה
common_voice_he_41486369	כי בתם חמש דקות מצלצול אנחנו מצביעים	כי בתם חמש דקות מצלצול אנחנו מצביעים
common_voice_he_41486370	מישור הדיון הוא מה קורה במאבקים פוליטיים	מישור הדיון הוא מה קורה במאבקים פוליטיים
common_voice_he_41486371	אבל הרבה אנשים בימין דוכא חושבים כך	אבל הרבה אנשים בימין דוכא חושבים כך
common_voice_he_41486372	תקימנה דיאלוג פתוח ומעמיק אשר יאפשר להן להבריא פצעים שנותרו פתוחים עשרות שנים	תקימנה דיאלוג פתוח ומעמיק אשר יאפשר להן להבריא פצעים שנותרו פתוחים עשרות שנים
common_voice_he_41486373	הודיעה חברת האפנה הישראלית כנוער שלירק היא הפרזנטורית המוזיקלית החדשה שלהם	הודיעה חברת האפנה הישראלית כנוער שלירק היא הפרזנטורית המוזיקלית החדשה שלהם
common_voice_he_41486374	כפל אגרה עשרים ושלושה אלף שקל	כפל אגרה עשרים ושלושה אלף שקל
common_voice_he_41486375	לכזה שפל מדרגה לא רק מוסרי	לחזה שפל מדרגה לא רק מוסרי
common_voice_he_41486376	כי אם יש אחרית ותותך לא תחרת	כי אם יש אחרית ותותך לא תחרת
common_voice_he_41486377	זה נותן תעסוקה ללא מעט אנשים	זה נותן תעסוקה ללא מעט אנשים
common_voice_he_41486383	כשאני נכנסת לחנות ספרים ואני קונה ספר בודד	כשאני נכנסת לחנות ספרים ואני קונה ספר בודד
common_voice_he_41486384	הבנקים אמרו אנחנו מוכנים להסדיר זאת בעצמנו	הבנקים אמרו אנחנו מוכנים להסדיר זאת בעצמנו
common_voice_he_41486385	כי אוי ואבוי אם יפגע אחד מהאלמנטים הדתיים שעליהם מרכבת ירושלים	כי אוי ואבוי אם יפגע אחד מהאלמנטים הדתיים שעליהם מרכבת ירושלים
common_voice_he_41486386	זו הקצבה היחידה שיכולה לתת לפר פלגים	זו הקצבה היחידה שיכולה לתת לפר פלגים
common_voice_he_41486387	כי אדם שחי נגיד מקצבת בטוח לאמי והוא שוכר דירה בשוק חפשי	כי אדם שחי נגיד מקצבת בטוח לאמי והוא שוכר דירה בשוק חפשי
common_voice_he_41605155	אלפו האויב כבר לא מבצר מאחורי שלושה וקי הגנה סוריים	אלפו האויב כבר לא מבצר מאחורי שלושה וקי הגנה סורים
common_voice_he_41605156	השבוע קבלתי מכתב מראיתו והזדעזעתי לשמע שהאיש	השבוע קבלתי מכתב מראיתו והזדעזעתי לשמע שהאיש
common_voice_he_41605157	עטרת תפארת שיבה בדרך צדקה תמצא	עטרת תפארת שיבה בדרך צדקה תמצא
common_voice_he_41605158	כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא כילתי נשם	כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא כילתי נשם
common_voice_he_41605159	שנויים ושפורים משמעותיים לטובת חילי המלואים	שנויים ושפורים משמעותיים לטובת חילי המלואים
common_voice_he_41605160	לדעתי יש בזה פתיחת פתח להרבה עתירות	לדעתי יש בזה פתיחת פתח להרבה עתירות
common_voice_he_41605161	פעולת שהתכוננו להן לא יצאו פעל	פעולת שהתכוננו להן לא יצאו פעל
common_voice_he_41605162	אולי באמת נתחיל מהנתונים הלא קלים בנושא הזה	אולי באמת נתחיל מהנתונים הלא קלים בנושא הזה
common_voice_he_41605163	לא מוסיפה שלפור במצב מחירי הברזל	לא מוסיפה שלפור במצב מחירי הברזל
common_voice_he_41605164	לפני כשלושה שבועות אנחנו כימנו דיון ובעדה למעמד געשה	לפני כשלושה שבועות אנחנו כימנו דיון ובעדה למעמד געשה
common_voice_he_41605165	ואנחנו החסרים או הרטבים או הסמלים	ואנחנו הרסרים או הרביתם או הסמלים
common_voice_he_41605168	הרי זה צריך לתת אולי תשובה יותר נכונה בתקציב הבא	הרי זה צריך לתת אולי תשובה יותר נכונה בתקציב הבא
common_voice_he_41605169	האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני	האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני
common_voice_he_41605170	כך שחלק מהפערים תקנו הלכה למעשה	כך שחלק מהפערים תקנו הלכה למעשה
common_voice_he_41605171	בוקעות בהמיות ואלימות מהסוג שמקצתו תאר דרך מקרה פרטי	בוקעות בהמיות ואלימות מהסוג שמקצתו תאר דרך מקרה פרטי
common_voice_he_41605172	קוקטי תרופות יכול להביא שלפור האפקטיביות של טפול מונע דכאון	קוקטי תרופות יכול להביא שלפור האפקטיביות של טפול מוני דכאון
common_voice_he_41605173	ההפחתה תסתכם בכעשרים ושלוש אגורות והיא נכנסה לתקף אמש בחצות	ההפחתה תסתכם בכעשרים ושלוש אגורות והיא נכנסה לתקף אמש בחצות
common_voice_he_41605176	הם העסיקו עובדים זרים לא כקיים	הם העסיקו עובדים זרים לא כקיים
common_voice_he_41605177	התגלו צהלותיו כמארג שנחשף אט אט יפי תארו	התגלו צהלותיו כמארג שנחשף אט אט יפי תארו
common_voice_he_41605178	סמל אינו זר לתבונה	סמל אינו זר לתבונה
common_voice_he_41605179	זה בלתי אפשרי גם מבחינת בעלויות בקרקע וגם מבחינת הטופוגרפיה	זה בלתי אפשרי גם מבחינת בעלויות בקרקע וגם מבחינת הטופוגרפיה
common_voice_he_41605180	אנו מזהירים מפני הסכנה שבחפירות המתבצעות לאחרונה מתחת למסגד אל אצא לארח רשת מנהרות	אנו מזהירים מפני הסכנה שבחפירות המתבצעות לאחרונה מתחת למסגד אל אצא לארח רשת מנהרות
common_voice_he_41605181	מי שבונה בטונות הוא הצד החלש	מי שבונה בטונות הוא הצד החלש
common_voice_he_41605183	הפתרון העדף הוא חנוך חנם לגיל הרך	הפתרון העדף הוא חנוך חנם לגיל הרך
common_voice_he_41605184	ישער שם במעקב ויעלה לדיון רק בעת הצרך	ישער שם במעקב ויעלה לדיון רק בעת הצרך
common_voice_he_41605185	הרבה אנטנות קטנות או אנטנה אחת גדולה	הרבה אנטנות קטנות או אנטנה אחת גדולה
common_voice_he_41605186	אם הדגם הזה יעבר לערים אחרות	עם הדגם הזה יעבר לערים אחרות
common_voice_he_41605188	אלא בשמור מרכזי כוח מסיימם במערכות השלטון	אלא בשמור מרכזי כוח מסיימם במערכות השלטון
common_voice_he_41605190	אני בעד חוזק מזרח ירושלים כלה בכל מקום שבו נמצא	אני בעד חוזק מזרח ירושלים כלה בכל מקום שבו נמצא
common_voice_he_41605191	אז איך הייתי יכולה לשלם עבור טפול בחרדה	אז איך הייתי יכולה לשלם עבור טפול בחרדה
common_voice_he_41605192	כי אפרק תעשיה קיסריה נבנה בשטח ללא שפוט	כי אפרק תעשיה קיסריה נבנה בשטח ללא שפוט
common_voice_he_41605193	בפרט בעברות מין וגם באנין אלימות	בפרט בעברות מין וגם באנין אלימות
common_voice_he_41605194	המופתי הזה ערשו דבר נגד הדהוי	המופתי הזה ערשו דבר נגד הדהוי
common_voice_he_41605195	והבנתי גם ושעדת החנוך הולכת להתכנס לדיון	והבנתי גם ושעדת החנוך הולכת להתכנס לדיון
common_voice_he_41605196	כדי שבבוא העת כאשר יתבררו העבדות	כדי שבבוא העת כאשר יתבררו העבדות
common_voice_he_41605197	נובמבר ולפעמים מחסנים גם בחדש דצמבר	נובמבר ולפעמים מחסנים גם בחדש דצמבר
common_voice_he_41605199	שכבר מזמן פסקו מהשמע בהיסטוריה האנושית	שכבר מזמן פסקו מהשמע בהיסטוריה האנושית
common_voice_he_41605200	כי אי אפשר לגמר עם אי אפשר להכניע עם שלם בכוח הכדורים וברצח ובהרג	כי אי אפשר לגמר עם אי אפשר להכניע עם שלם בכוח הכדורים וברצח ובהרג
common_voice_he_41605201	כתוצאה מהפיצוץ נפצע בארח בינוני המאבטח	כתוצאה מהפיצוץ נפצע בארך בינוני המאבטח
common_voice_he_41605202	עם איזו יזמה חדשה שמטרתה אחת	עם איזו יזמה חדשה שמטרתה אחת
common_voice_he_41605203	אני סבור שהנושא מעלה שלל קשיים	אני סבור שהנושא מעלה שלל קשיים
common_voice_he_41605204	המנהיג הלובי מאמר קד אפי ידוע בעמדותיו	המנהיג הלובי מאמר קד אפי ידוע בעמדותיו
common_voice_he_41605205	המחירים עדין גבוהים ולוקח זמן לטפל בזה	המחירים עדין גבוהים ולוקח זמן לטפל בזה
common_voice_he_41605206	לא יבואו גויים וזרים בחלקנו ובאדמתנו	לא יבואו גויים וזרים בחלקנו ובאדמתנו
common_voice_he_41605208	אני מניח שגם הוסר ספק לגבי הצבעות ידניות לעתיד הקרוב	אני מניח שגם הוסר ספק לגבי הצבעות ידניות לעתיד הקרוב
common_voice_he_41605209	שגם בה הוא לא טיל עוד חלק	שגם בה הוא לא טיל עוד חלק
common_voice_he_41605211	אז ירושלים שואלת בצדק למה לא אני	אז ירושלים שואלת בצדק למה לא אני
common_voice_he_41605212	צמצום המגזר צבורי הקטנת נטל המס	צמצום המגזר צבורי הקטנת נטל המס
common_voice_he_41605213	בדרך כלל אומרים מה המציעים מציעים	בדרך כלל אומרים מה המציעים מציעים
common_voice_he_41605214	לב יודע מרת נפשו ובשמחתו לא יתערב זר	לב יודע מרת נפשו ובשמחתו לא התערב זר
common_voice_he_39326813	אפרים רוצה אני להגיד משהו	אפרים רוצה אני להגיד משהו
common_voice_he_39326815	משום שבאנינים מן הסוג הזה אין שמש בגבעון דם וירח בעמק וילאן	משום שבאנינים מן הסוג הזה אין שמש בגבעון דם וירח בעמק וילאן
common_voice_he_39326816	לא ידענו מה לעשות	לא ידענו מה לעשות
common_voice_he_39326817	ראיתי שהחל חי וצוהל לקראת היום הזה היום האחד בכל החרף	ראיתי שהחל חי וצוהל לקראת היום הזה היום האחד בכל החרף
common_voice_he_39326818	יתכן שאמונתי בכל זאת עמקה	יתכן שאמונתי בכל זאת עמקה
common_voice_he_39326825	אין רואים כלל את הבחור	אין רואים כלל את הבחור
common_voice_he_39326826	עתה אין לי כלום בעולם אין לי דבר	אתה אין לי כלום בעולם אין לי דבר
common_voice_he_39326827	לפני כבשועים גלינו לוח אבן שחקוק עליו בכתב צידוני תרשים של מקדש	לפני כבשועים גלינו לוח אבן שחקוק עליו בכתב צידוני תרשים של מקדש
common_voice_he_39326828	שאינם נחקקים באפן כקתי ואשר לעתים קרובות הם הזויים	שאינם נחקקים באפן כקתי ואשר לעתים קרובות הם הזויים
common_voice_he_39326830	אני עסים בעוד תכנית סטירית ראלית	אני עסים בעוד תכנית סטירית ראלית
common_voice_he_39326852	התחילה רכיבה במלא מובן המלה	התחילה רכיבה במלוא מובן המלה
common_voice_he_39326853	היהודי הפרטיקולרי הוא היהודי שקבל תורה מסיני ומקים מצוות	היהודי הפרטיקולרי הוא היהודי שקבל תורה מסיני ומקים מצוות
common_voice_he_39326854	זמן רב לא כתבתי	זמן רב לא כתבתי
common_voice_he_39326855	המורים חשבו כי הרגו את המחלקה	המורים חשבו כי הרגנו את המחלקה
common_voice_he_39326856	בוא אחרי לחפירות כלם משתגעים משמחה	בוא אחר לחפירות כלם משתגעים משמחה
common_voice_he_39326862	זר אני לאנשים אולם קרוב אני לאדמה	זר אני לאנשים אולם קרוב אני לאדמה
common_voice_he_39326863	אבל לפעמים אני חושבת שהייתי יכולה לנצל שנה זו ללמודים יותר חשובים	אבל לפעמים אני חושבת שהייתי יכולה לנצל שנה זו ללמודים יותר חשובים
common_voice_he_39326864	תנו לו לדבר לכל הרוחות	תנו לו לדבר לכל הרוחות
common_voice_he_39326865	אין מלים בפי למסר את ההרגשות שעוררו בי הדרך והאוטובוס לעמק	אין מלים בפי למסר את הרגשות שעוררו בי הדרך והאוטובוס לעמק
common_voice_he_39326866	והבעיה הקשה היא שהוא השחקן החזק ביותר	והבעיה הקשה היא שהוא השחקן החזק ביותר
common_voice_he_39327003	ולחדל מספינים פוליטיים נכלוליים לשנוי שיטת הממשל	ולחדל מספינים פוליטיים נכלוליים לשנוי שיטת הממשל
common_voice_he_39327004	אין הוא יכול לחכות יותר	אין הוא יכול לחכות יותר
common_voice_he_39327005	הרי אין דגמה אחת בעולם לכך שבזמן מתון הורדת מסים יצרה צמיחה	הרי אין דגמה אחת בעולם לכך שבזמן מתון הורדת מסים יצרה צמיחה
common_voice_he_39327006	כל האחים במשפחה נראים כמו תאומים אחד של השני	כל האחים במשפחה נראים כמו תאומים אחד של השני
common_voice_he_39327007	מה שקורה בספרד מה שקורה באיטליה	מה שקורה בספרד מה שקורה באיטליה
common_voice_he_39327020	זה הקשי היחידי היחידי כן סבורה אני	זה הקשי היחידי היחידי כן סבורה אני
common_voice_he_39327022	אולי נלך לעשות איזה טיול קצר בנחל	אולי נלך לעשות איזה טיול קצר בנחל
common_voice_he_39327024	לי לא שחק המזל באמריקה כלום אתה יודע עם מי הנך מדבר	לי לא שחק המזל באמריקה כלום אתה יודע עם מינך מדבר
common_voice_he_39327025	כאשר עמדנו מול יתרון בכמויות הנשק והחילים	כאשר עמדנו מול יתרון בכמויות הנשק והחילים
common_voice_he_39327027	אנחנו רוצים לאפשר לפלסטינים חפש פלחן בהר הבית	אנחנו רוצים לאפשר לפלסטינים חפש פלחן בהר הבית
common_voice_he_39327033	חמוציות זה לעכואים מחדים	חמוציות זה לעכואים מחדים
common_voice_he_39327038	אך איש לא יפנה מבטו אל עברי	אך איש לא יפנה מבטו אל עברי
common_voice_he_39327040	כל שנה הביאה לו פרחים יפהפים	כל שנה הביאה לו פרחים יפהפים
common_voice_he_39327041	מן טבריה העיר ועד לדרך הצדדית המתרוממת לבין ההרים שבתוכם שכן הכפר	מן טבריה העיר ועד לדרך הצדדית המתרוממת לבין הערים שבתוכם שכן הכפר
common_voice_he_39327047	הוא מוביל אותי לצד הנהר השקט	הוא מוביל אותי לצד הנהר השקט
common_voice_he_39327048	מפני רגע זה אני פוחדת מאוד מודה אני בגלוי	מפני רגע זה אני פוחדת מאוד מודה אני בגלוי
common_voice_he_39327049	בוא אתי בוא אתי	בוא אתי בוא אתי
common_voice_he_39327050	שלוש עשרה מועצות מקומיות וארבע עיריות	שלוש עשרה מועצות מקומיות וארבע עיריות
common_voice_he_39327051	התכנית הזאת עדין לא נכנסה כלל לתקף	התכנית הזאת עדין לא נכנסה כלל לתקף
common_voice_he_39327063	זורחים עוד כוכבים	זורחים עוד כוכבים
common_voice_he_39327065	אתה צריך להבין כי אין האנשים המחפשים יהלומים כשאר בני האדם	אתה צריך להבין כי אין האנשים המחפשים יהלומים כשאר בני אדם
common_voice_he_39327066	פתאום התעורר כלו נפחד כשידו האחת מגרדת את החזה ושואל מה השעה	פתאום התעורר כלו נפחד כשידו האחת מגרדת את החזה ושואל מה השעה
common_voice_he_39327068	אין גויים בארץ ישראל אמר אמנון ואין אנו מפחדים מפני גויים	אין גויים בארץ ישראל אמר אמנון ואין אנו מפחדים מפני גויים
common_voice_he_39327081	ואני רוצה לתת דגמה ממכתב שהנח על שלחני היום	ואני רוצה לתת דגמה ממכתב שהנח על שלחני היום
common_voice_he_39327082	אני אומרת תמיד שלא וזאת אמת	אני אומר את תמיד שלא וזאת אמת
common_voice_he_39327084	מכיון שאני כותבת יומן וליומן מתאים לכתב על עניני בחורים אכתב חדשות	מכיון שאני כותב את יומן וליומן מתאים לכתב על עניני בחורים אכתב חדשות
common_voice_he_39327085	כי הוא כים בהקיפם רחבים ביותר	כי הוא כים בהקיפם רחבים ביותר
common_voice_he_39327091	אלפו לי שאני רק חדשים אחדים חיה בצורה זו	אלפו לי שאני רק חדשים אחדים חיה בצורה זו
common_voice_he_39327092	והבהרתי שהחונה היא ליצר מסגרת קבועה	והבהרתי שהחונה היא ליצר מסגרת קבועה
common_voice_he_39327093	כן כפשתי יהלומים	כן כפשתי יהלומים
common_voice_he_39327094	חדר שהמים דולפים בו בארבעה מקומות	חדר שהמים דולפים בו בארבעה מקומות
common_voice_he_39327095	כל הלילה ישבנו בתוך היער הוסיף יוליוס לספר	כל הלילה ישבנו בתוך היער הוסיף יוסי לי לספר
common_voice_he_39327096	יש חכמים הנשמרים מסמלים	יש חכמים הנשמרים מסמלים
common_voice_he_39327097	וזה כמעט נכון הן תמיד חייתי בין יהודים	וזה כמעט נכון הן תמיד חייתי בין יהודים
common_voice_he_39327098	אתמול הייתה בביתנו חנכת חדר הקריאה	אתמול הייתה בביתנו חנכת חדר הקריאה
common_voice_he_39327099	נכנסנו למסעדה ואכלנו שם ארוחת בקר	נכנסנו למסעדה ואכלנו שם ארוחת בקר
common_voice_he_39327100	לדני קראו דין דין דני	לדני קראו דין דין דני
common_voice_he_39327103	המורים יוצאים מחוץ לעיר ומחפשים	המורים יוצאים מחוץ לעיר ומחפשים
common_voice_he_39327105	הוא פגע רק בבשר והעור אשר עליו מוצק היה	הוא פגע רק בבשר והעור אשר עליו מוצק היה
common_voice_he_39327107	זה אשר גדול לראות אתכם	זה אשר גדול לראות אתכם
common_voice_he_39327109	מה הבשורה תחת השמים	מה הבשורה תחת השמים
common_voice_he_39327110	והקף השטח הפתוח בה קטן בהרבה מהסטנדרטים הבין למאיים הקימים	והקף השטח הפתוח בה קטן בהרבה מהסטנדרטים הבינלאומיים הקימים
common_voice_he_39327112	הריהו מדבר בשפת סוסים	הרי הוא מדבר בשפת סוסים
common_voice_he_39327118	אין אני בטוח כל עקר שראוי אני לכך	אין אני בטוח כל עקר שראוי אני לכך
common_voice_he_39327119	כל המחלקות חיבות לגשת במרץ לעבודה ולהשתדל בכל החכות להגדיל את חלקן	כל המחלקות חיבות לגשת במרץ לעבודה ולהשתדל בכל החכות להגדיל את חלקן
common_voice_he_39327120	בנשימה אחת כמו פרה	בנשימה אחת כמו פרה
common_voice_he_39327121	ספרה שאתה ובת דודך רוצים נלעס הביתה	ספרה שאתה ובת דודך רוצים נלעס הביתה
common_voice_he_39327123	ועם כל זה היא כותבת מאמרים ורק זה מאנין אותה	ועם כל זה היא כותבת מאמרים ורק זה מאנין אותה
common_voice_he_39327124	כשתצא מכאן שוב אשאר לבדי	כשתצא מכאן שוב אשאר לבדי
common_voice_he_39327125	נבקש לסין כי במקרים מתאימים תבחן גם האפשרות לאתר למעצר ממש עד תם ההליכים	נבקש לסין כי במקרים מתאימים תבחן גם האפשרות לאתר למעצר ממש עד תם ההליכים
common_voice_he_39327126	מצאנו את הלוח	מצאנו את הלוח
common_voice_he_39327137	איני רוצה איני יכול	איני רוצה איני יכול
common_voice_he_39327138	אם תסכימו הריני מוכן לעשות בקר קצר בחדרו	אם תסכימו הריני מוכן לעשות בקור קצר בחדרו
common_voice_he_39327139	מה טוב היה לי לו כילתי להאמין	מה טוב היה לי לו כילתי להאמין
common_voice_he_39327140	כל השאר אינו ולא כלום לעמת קשי זה	כל השאר אינו ולא כלום לעמת קשי זה
common_voice_he_39327141	כל מה שטפחתי בעמק לבי בשנה האחרונה אין להם עדין יסוד איתן	כל מה שטפחתי בעמק לבי בשנה האחרונה אין להם עדין יסוד איתן
common_voice_he_39327147	גם כי יזקין לא יסור ממנה	גם כי הזקין לא יסור ממנה
common_voice_he_39327148	יש לנו הרבה מה לומר בהקשר של אותם נושאים שמפקדים בידי משטרת ישראל	יש לנו הרבה מה לומר בהקשר של אותם נושאים שמפקדים בידי משטרת ישראל
common_voice_he_39327151	הארץ שעל ידי חיים כאלה עומדת להבנות	הארץ שעל ידי חיים כאלה עומדת להבנות
common_voice_he_39327152	מובן שלא בין יהודים כאלה חפשים עמלים שקטים ולדעתי גם מאשרים	מובן שלא בין יהודים כאלה חפשים עמלים שקטים ולדעתי גם מאשרים
common_voice_he_39327181	וכך בכל פעם יש איזה שנוי	וכך בכל פעם יש איזה שנוי
common_voice_he_39327182	השעה כעת היא שתים וחצי לאחר חצות	השעה כעת היא שתים וחצי לאחר חצות
common_voice_he_39327183	מול ארגז הגזרות מהישן הזה שערשו מטילים לפתחנו	מול ארגז הגזרות מהישן הזה שערשו מניתים לפתחנו
common_voice_he_39327184	יפה מאוד	יפה מאוד
common_voice_he_39327185	רק יוליוס עמד כשעיניו פקוחות ומזהירות ופיו אינו פוסק מלמלמל	רק יוסי לי עמד כשעיניו פקוחות ומזהירות ופיו אינו פוסק מלמלמל
common_voice_he_39327196	ובאמת הלכנו ולא ידענו לאן	ובאמת הלכנו ולא ידענו לאן
common_voice_he_39327197	שתהליך כנוחי להפחתת האלימות הוא מאמץ יומיומי מתמשך וארך טוח	שתהליך כנוחי להפחתת האלימות הוא מאמץ יומיומי מתמשך וארך טוח
common_voice_he_39327198	ולא זכרו בני ישראל את יהוה אליהם המציל אותם מיד כל אביהם מסביב	ולא זכרו בני ישראל את ה אליהם המציל אותם מיד כל אויביהם מסביב
common_voice_he_39327199	הכלבה הביאה לאור העולם שני גורים	הכלבה הביאה לאור העולם שני אגורים
common_voice_he_39327200	ובעת רחמים בין השמשות	ובעת רחמים בין השמשות
common_voice_he_39327214	במקום לקחת גדר בטחינות במקום שמפריד ועוצר טרוריסטים	במקום לקחת גדר בטחינות במקום שמפריד ועוצר טרוריסטים
common_voice_he_39327215	אומרים אהבה יש בעולם מה זאת אהבה	אומרים אהבה יש בעולם מה זאת אהבה
