filename	reference_text	transcribed_text
common_voice_he_39753545	ש בעיני מיליארד מוסלמים הוא מנהיג ו גבור כמו סלאח א' דין	ש בעיני מיליארד מוסלמים הוא מנהיג ו גבור כמו סלאח א' דין
common_voice_he_39753499	אבל רק נגיד דבר אחת מעולם לא הייתי ב ישיבות ש למרות ש הקשבתי קשב רב	אבל רק נגיד דבר אחת מעולם לא הייתי ב ישיבות ש למרות ש הקשבתי קשב רב
common_voice_he_39753544	אני מבקש לומר ש זאת הזדמנות יוצאת דפן	אני מבקש לומר ש זאת הזדמנות יוצאת דפן
common_voice_he_39753571	נכים ו כו' לא פוגעים ב תגמולי ה מלואים	נכים ו כו' לא פוגעים ב תגמולי ה מלואים
common_voice_he_39753572	אל תדליק את ה אור עדין	אל תדליק את ה אור עדין
common_voice_he_39753573	יש חשיבות רבה ל כך ש וועדות ה ערר יפעלו ב אפן ש יאפשר להן להגן על זכויות ה משתתפים	יש חשיבות רבה ל כך ש וועדות ה ערר יפעלו ב אפן ש יאפשר להן להגן על זכויות ה משתתפים
common_voice_he_39753631	ו בגלל זה פתחו לו את ה ראש פעמים ו שרפו את ה מכונית שלו ו מגנו את ביתו	ו בגלל זה פתחו לו את ה ראש פעמים ו שרפו את ה מכונית שלו ו מגנו את ביתו
common_voice_he_39753574	ו נבדק ל אורך ה תקופה איך זה עובד	ו נבדק ל אורך ה תקופה איך זה עובד
common_voice_he_39753587	ל מתי עליך להיות מוכן ל בחינות	ל מתי עליך להיות מוכן ל בחינות
common_voice_he_39753588	יש להם כל כך הרבה ילדים	יש להם כל כך הרבה ילדים
common_voice_he_39753500	ו אז לא ישלמו להם הבטחת הכנסה	ו אז לא ישלמו להם הבטחת הכנסה
common_voice_he_39753543	פיסבוק או חברת מטא היא ה בעלים של אינסטגרם ו ווטסאפ	פיסבוק או חברת מטא היא ה בעלים של אינסטגרם ו ווטסאפ
common_voice_he_39753590	ה ציר ה שני הוא אזרחים ו אזרחיות ש הם באמת מטפלים אלטרנטיביים	ה ציר ה שני הוא אזרחים ו אזרחיות ש הם באמת מטפלים אלטרנטיביים
common_voice_he_39753542	היא נהגה ו נוהגת ב אחריות ו ב זהירות ה מתחייבת	היא נהגה ו נוהגת ב אחריות ו ב זהירות ה מתחייבת
common_voice_he_39753541	תחת שלטונות רשע ו ה רדיפות ה קשות ביותר	תחת שלטונות רשע ו ה רדיפות ה קשות ביותר
common_voice_he_39753521	הרי היא מקבלת הבטחת הכנסה אולי כי בעלה לא מתפקד	הרי היא מקבלת הבטחת הכנסה אולי כי בעלה לא מתפקד
common_voice_he_39753589	שמא הוא מצא מקום ש יהודי חרדי גם יקבל דירה	שמא הוא מצא מקום ש יהודי חרדי גם יקבל דירה
common_voice_he_43503045	ו הכנת תכנית סדורה ל טפול ו הסרת לוחות אסבסט פריך ב שיתוף פעלה עם ה משרד ל איכות ה סביבה	ו הכנת תכנית סדורה ל טפול ו הסרת לוחות אסבסט פריך ב שיתוף פעלה עם ה משרד ל איכות ה סביבה
common_voice_he_39753639	אנחנו מציעים לסייע ל עצמאים ו ל עסקים קטנים	אנחנו מציעים לסייע ל עצמאים ו ל עסקים קטנים
common_voice_he_39771198	ה מגמה ה קיימת היא לשחרר מוצרים מפקוח מחירים מ יד כאשר אפשר לעשות כן מ בחינה כלכלית	ה מגמה ה קיימת היא לשחרר מוצרים מפקוח מחירים מ יד כאשר אפשר לעשות כן מ בחינה כלכלית
common_voice_he_39771142	עברות שחיתות אפשר ל דגל ב נושא ה זה	עברות שחיתות אפשר ל דגל ב נושא ה זה
common_voice_he_39771143	החלטנו אתם תביאו ה כל	החלטנו אתם תביאו ה כל
common_voice_he_39771144	עברת אלימות חמורה או עברה מ סוג פשע	עברת אלימות חמורה או עברה מ סוג פשע
common_voice_he_39771145	ל עמת שמונים אחוזים לגבי צעירה יהודיה מה ישובים ב דרום	ל עמת שמונים אחוזים לגבי צעירה יהודיה מה ישובים ב דרום
common_voice_he_42487979	ש ילדים קטנים ו בני נער צורכים סמים	ש ילדים קטנים ו בני נער צורכים סמים
common_voice_he_39771176	פרופסור אברהם הרשקו ו פרופסור אהרן צחנובר	פרופסור אברהם הרשקו ו פרופסור אהרן צחנובר
common_voice_he_42487978	אני רץ ל מכלת אני לא יכול לדבר	אני רץ ל מכלת אני לא יכול לדבר
common_voice_he_39771179	ב צמת יגור ל מרגלות הר ה כרמל יש משתלת פרחים	ב צמת יגור ל מרגלות הר ה כרמל יש משתלת פרחים
common_voice_he_39771197	ב גל ה קצוצים ה נוכחי מצגים חלק גדול מאוד מ עובדי ה שירותים ה ציבוריים כ כאלה ש הם מיתרים	ב גל ה קצוצים ה נוכחי מצגים חלק גדול מאוד מ עובדי ה שירותים ה ציבוריים כ כאלה ש הם מיתרים
common_voice_he_39771199	אתם ה עובדים ה קודחים ה קרועים ה מיליונים אשר מצחכם קורן אור יגיעה ו עמל	אתם ה עובדים ה קודחים ה קרועים ה מיליונים אשר מצחכם קורן אור יגיעה ו עמל
common_voice_he_39771130	שכן אין כמו ה עניין ה זה ב חשיבותו ה מיוחדת כדי ש הוא יהיה	שכן אין כמו ה עניין ה זה ב חשיבותו ה מיוחדת כדי ש הוא יהיה
common_voice_he_39771200	ו חוקרים מה פקולטה ל הנדסה ב אוניברסיטת אלבורג ב דנמרק	ו חוקרים מה פקולטה ל הנדסה ב אוניברסיטת אלבורג ב דנמרק
common_voice_he_39771206	ה ילדה בקשה בלון תכלת ל יום הולדת שלה	ה ילדה בקשה בלון תכלת ל יום הולדת שלה
common_voice_he_43281958	ה מספרים ש התפרסמו ב תקשורת הם לא נכונים	ה מספרים ש התפרסמו ב תקשורת הם לא נכונים
common_voice_he_39771209	נצטרך גם למצוא מסגרות חוץ ביתיות	נצטרך גם למצוא מסגרות חוץ ביתיות
common_voice_he_39771210	אנו מציעים לחפש בשביל אנשי קום מקום התיישבות חדש	אנו מציעים לחפש בשביל אנשי קום מקום התיישבות חדש
common_voice_he_39771230	ב מהלך ה בוררות הוכח כי חזן עסק ב תקופת עבודתו ב תאטרון כ רואה חשבון עבור מספר לקוחות	ב מהלך ה בוררות הוכח כי חזן עסק ב תקופת עבודתו ב תאטרון כ רואה חשבון עבור מספר לקוחות
common_voice_he_39771231	ו החל ב פעילותו ה ציבורית ה ברוכה למען ה חקלאות ו ה התיישבות	ו החל ב פעילותו ה ציבורית ה ברוכה למען ה חקלאות ו ה התיישבות
common_voice_he_39771232	זה קורה ב בלגיה זה קורה ב הולנד	זה קורה ב בלגיה זה קורה ב הולנד
common_voice_he_39771233	ה ועדה ה מייעצת תקבע עורכי דין ה ראויים ו מתאימים ל כהנה כ בורר ב בוררות חובה	ה ועדה ה מייעצת תקבע עורכי דין ה ראויים ו מתאימים ל כהנה כ בורר ב בוררות חובה
common_voice_he_39771141	כדי ש תקבל אינפורמציה נוספת ש תצטבר עד אז	כדי ש תקבל אינפורמציה נוספת ש תצטבר עד אז
common_voice_he_39771129	וכ תוצאה ממנה לא יצאו מחבלים מתאבדים מ עזה	וכ תוצאה ממנה לא יצאו מחבלים מתאבדים מ עזה
common_voice_he_39753640	היא לא יכולה להיות שייכת ל אדם אחת	היא לא יכולה להיות שייכת ל אדם אחת
common_voice_he_39753655	ש יהיה להם איזה מעמד מיחד בתוך ה עירייה	ש יהיה להם איזה מעמד מיחד בתוך ה עירייה
common_voice_he_41019361	זר הוא תאגיד ש ה שליטה בו היא בידי זר	זר הוא תאגיד ש ה שליטה בו היא בידי זר
common_voice_he_39753642	אך ב בואו ל פסק הוא מחייב להתחשב אך ו רק ב עבדות ה מובאות בפניו	אך ב בואו ל פסק הוא מחייב להתחשב אך ו רק ב עבדות ה מובאות בפניו
common_voice_he_39753643	הם עשו זאת כי הם ברוכי כישרונות	הם עשו זאת כי הם ברוכי כישרונות
common_voice_he_39753492	ה מרכיב הכי חשוב הוא ה חוסן ה לאומי אחדות ה עם	ה מרכיב הכי חשוב הוא ה חוסן ה לאומי אחדות ה עם
common_voice_he_39753650	ב אחת ה ימים יצא ה קצין	ב אחת ה ימים יצא ה קצין
common_voice_he_39753651	ו אני יכול לתת לך הרבה דוגמאות	ו אני יכול לתת לך הרבה דוגמאות
common_voice_he_39753652	אני רוצה להקריא מ שני מכתבים קטעים קצרים	אני רוצה להקריא מ שני מכתבים קטעים קצרים
common_voice_he_39753653	ה מסורת ה יהודית לא אפשרה ל אדם לקבל רבית כאשר הוא נותן הלוואה	ה מסורת ה יהודית לא אפשרה ל אדם לקבל רבית כאשר הוא נותן הלוואה
common_voice_he_39753654	קצין אנגלי ש היה ממנה עלינו	קצין אנגלי ש היה ממנה עלינו
common_voice_he_39753656	לא נעשה כלום ו הנה עכשיו אני הולך לקדם ו לעשות לא	לא נעשה כלום ו הנה עכשיו אני הולך לקדם ו לעשות לא
common_voice_he_39771128	כי היא באמת באה ליצר מגבלה לגבי גבה ה שכר ב גופים ה נתמכים	כי היא באמת באה ליצר מגבלה לגבי גבה ה שכר ב גופים ה נתמכים
common_voice_he_39753657	ו אז אולי ה אויב יבין שב כוח אי אפשר	ו אז אולי ה אויב יבין שב כוח אי אפשר
common_voice_he_39753658	ה קצוץ ה קשה ו ה כואב ב מענקי ה איזון ו ב תקציבי ה רשויות ה מקומיות	ה קצוץ ה קשה ו ה כואב ב מענקי ה איזון ו ב תקציבי ה רשויות ה מקומיות
common_voice_he_39771109	ש לא ישלמו כמו מי ש מרוויח חמשת אלפים שקל	ש לא ישלמו כמו מי ש מרוויח חמשת אלפים שקל
common_voice_he_39771111	ו בגלל זה לא נגענו ב קצבאות ה זקנה ו לא נגענו ב קצבאות ה נכים	ו בגלל זה לא נגענו ב קצבאות ה זקנה ו לא נגענו ב קצבאות ה נכים
common_voice_he_39771113	ב עניין ה זה מדברים מדי כמה חדשים	ב עניין ה זה מדברים מדי כמה חדשים
common_voice_he_39771115	יושב פה יושב ראש ועדת ה כלכלה	יושב פה יושב ראש ועדת ה כלכלה
common_voice_he_39771116	אתה מחכה ל פסיק כי הוא לא יבוא	אתה מחכה ל פסיק כי הוא לא יבוא
common_voice_he_39771126	מתוך רצון למנע פגיעה ב רגשות ה צבור	מתוך רצון למנע פגיעה ב רגשות ה צבור
common_voice_he_39771127	"ממד הוא מרחב מוגן דירתי ו אלו ממ""ק הוא מרחב קומתי מוגן"	"ממד הוא מרחב מוגן דירתי ו אלו ממ""ק הוא מרחב קומתי מוגן"
common_voice_he_39753649	דרשנו ו נמשיך לדרש תקציבים ו חקיקה ל טובת ה חלשים	דרשנו ו נמשיך לדרש תקציבים ו חקיקה ל טובת ה חלשים
common_voice_he_39753479	עשרים ו תשע ב אוקטובר אלף תשע מאות חמשים ו שש היה יום קשה	עשרים ו תשע ב אוקטובר אלף תשע מאות חמשים ו שש היה יום קשה
common_voice_he_39753491	הלכנו הסתכלנו ב טבע ה יפה עד ש הגענו ל מורד	הלכנו הסתכלנו ב טבע ה יפה עד ש הגענו ל מורד
common_voice_he_39753153	ה צעדה תתחיל ב שעה ארבע ליד ה תחנה ה מרכזית	ה צעדה תתחיל ב שעה ארבע ליד ה תחנה ה מרכזית
common_voice_he_39753116	ו להשתמש ב שירותים ה טובים ש ה מצרים מוכנים לתת	ו להשתמש ב שירותים ה טובים ש ה מצרים מוכנים לתת
common_voice_he_39753131	לא ב תל אביב ו לא ב חיפה ו לא ב ערים	לא ב תל אביב ו לא ב חיפה ו לא ב ערים
common_voice_he_39753133	רצח ילדים רצח ש ה דעת לא סובלת	רצח ילדים רצח ש ה דעת לא סובלת
common_voice_he_39753134	ב תאריך חמש עשרה ב אוקטובר נסגר ה מקום ב צו מנהלי	ב תאריך חמש עשרה ב אוקטובר נסגר ה מקום ב צו מנהלי
common_voice_he_39753135	ב תאריך שבע ב אוקטובר אלפים ו שש נורה ו נרצח בן משפחת קאדר	ב תאריך שבע ב אוקטובר אלפים ו שש נורה ו נרצח בן משפחת קאדר
common_voice_he_39753136	בלתי אנושית בלתי הוגנת בלתי צודקת	בלתי אנושית בלתי הוגנת בלתי צודקת
common_voice_he_39753149	מה אנחנו מתפלאים ש פוגעים ב צפור נפשנו	מה אנחנו מתפלאים ש פוגעים ב צפור נפשנו
common_voice_he_39753150	אני מביא דוגמאות ל שלוש דמוקרטיות ב מזרח ה תיכון	אני מביא דוגמאות ל שלוש דמוקרטיות ב מזרח ה תיכון
common_voice_he_39753151	אלו צעדים תנקוט כדי ש זה אכן יבצע	אלו צעדים תנקוט כדי ש זה אכן יבצע
common_voice_he_39753154	אז הבינו למה ה החלטה ה זאת לא יכולה להתקבל ב שלוף	אז הבינו למה ה החלטה ה זאת לא יכולה להתקבל ב שלוף
common_voice_he_39753114	ה שביל בין גן ה ילדים ל גנה מואר ב אור אדם	ה שביל בין גן ה ילדים ל גנה מואר ב אור אדם
common_voice_he_39753165	רבות היו ה אכזבות	רבות היו ה אכזבות
common_voice_he_39753166	ו הם ה כל יכולים ו הם רשאים לעשות מה ש הם רוצים ב סילואן ו ב כלל ב עיר ירושלים	ו הם ה כל יכולים ו הם רשאים לעשות מה ש הם רוצים ב סילואן ו ב כלל ב עיר ירושלים
common_voice_he_39753167	ראשי ה שירותים ה חשאיים של דרום אפריקה היו הרבה יותר פרגמטיים מ כל משטר ה אפרטהייד	ראשי ה שירותים ה חשאיים של דרום אפריקה היו הרבה יותר פרגמטיים מ כל משטר ה אפרטהייד
common_voice_he_39753168	זה יתקן ב פרוטוקול ו אני מניח ש לא תקבלי מכתב פטורים ב דקות ה קרובות	זה יתקן ב פרוטוקול ו אני מניח ש לא תקבלי מכתב פטורים ב דקות ה קרובות
common_voice_he_39753169	תשלום ה מסים בא גם לתת חנוך ל אנשים	תשלום ה מסים בא גם לתת חנוך ל אנשים
common_voice_he_39753184	כ ש אין שמונה מאות שקל ב בית עם ארבע ילדים	כ ש אין שמונה מאות שקל ב בית עם ארבע ילדים
common_voice_he_39753185	האם להעביר אדמות ל הקמת ישוב ערבי זה ציוני או לא ציוני	האם להעביר אדמות ל הקמת ישוב ערבי זה ציוני או לא ציוני
common_voice_he_39753186	הם דואגים ל מיליון ו רבע איש ש נמצאים ב קרנות ה פנסיה ה וותיקות ו ה חדשות	הם דואגים ל מיליון ו רבע איש ש נמצאים ב קרנות ה פנסיה ה וותיקות ו ה חדשות
common_voice_he_39753187	נדמה לי ש ה תכנית ה זאת היא תכנית אכזרית במיוחד	נדמה לי ש ה תכנית ה זאת היא תכנית אכזרית במיוחד
common_voice_he_39753115	אני בטוח ש לא זאת כוונת ה מחוקקים	אני בטוח ש לא זאת כוונת ה מחוקקים
common_voice_he_39753113	חיים ב שקט ב שלוה ו ב שלום ב זכויות מלאות	חיים ב שקט ב שלוה ו ב שלום ב זכויות מלאות
common_voice_he_39753490	פנו אלי סטודנטים מ ירושלים ב שאלה מדוע אנחנו לא מקבלים את ה הנחה ה מגיעה לנו ב ארנונה	פנו אלי סטודנטים מ ירושלים ב שאלה מדוע אנחנו לא מקבלים את ה הנחה ה מגיעה לנו ב ארנונה
common_voice_he_39753057	אף מלה יחידה לא תציל מ פי השמעת	אף מלה יחידה לא תציל מ פי השמעת
common_voice_he_38146695	היא הייתה נראית כ ילדה בת תשע ש זה עתה עזבה את בית ה חולים	היא הייתה נראית כ ילדה בת תשע ש זה עתה עזבה את בית ה חולים
common_voice_he_40630793	קניון הדר הוא נקודת החלפה בין אוטובוסים שונים	קניון הדר הוא נקודת החלפה בין אוטובוסים שונים
common_voice_he_38146703	אולי יש לו מה להגיד	אולי יש לו מה להגיד
common_voice_he_39350852	יש שם קבוצה מערבת מ עבריינים מה סוגים ה שונים	יש שם קבוצה מערבת מ עבריינים מה סוגים ה שונים
common_voice_he_39350850	גם הורדו טיפוליו ל רמת קופת חולים	גם הורדו טיפוליו ל רמת קופת חולים
common_voice_he_39844331	לא מדיני לא פוליטי ו לא מגזרי	לא מדיני לא פוליטי ו לא מגזרי
common_voice_he_41616558	מכרסם ב אזניך במשך שעות תמימות ללא הפסקה	מכרסם ב אזניך במשך שעות תמימות ללא הפסקה
common_voice_he_39844333	ה קול קול אהוד ו גידים ידי ביבי	ה קול קול אהוד ו גידים ידי ביבי
common_voice_he_39753056	מבצע שלמה מפקד סירת מטכל ב עבר יושב כאן	מבצע שלמה מפקד סירת מטכל ב עבר יושב כאן
common_voice_he_39753058	ו מן ה ראוי היה ש משרד ה חנוך יעסוק ה יום ב דברים הרבה יותר חשובים	ו מן ה ראוי היה ש משרד ה חנוך יעסוק ה יום ב דברים הרבה יותר חשובים
common_voice_he_39753112	גם יתחיל לראות מה קורה באמת ב דמוקרטיה	גם יתחיל לראות מה קורה באמת ב דמוקרטיה
common_voice_he_39753059	ש ילמדו משהו מה היא קרן חברתית אמתית חדשה	ש ילמדו משהו מה היא קרן חברתית אמתית חדשה
common_voice_he_39753067	אם היא חוששת להפסיד אנשים מה לכוד ו היא הולכת ימינה	אם היא חוששת להפסיד אנשים מה לכוד ו היא הולכת ימינה
common_voice_he_41616557	יהדות ה תורה מציעה שנוי ב מדיניות ה כלכלית ה חברתית	יהדות ה תורה מציעה שנוי ב מדיניות ה כלכלית ה חברתית
common_voice_he_39753069	ל דגמה ה קורס כאן רחוק הוא מ להיות גיהינום על פני אדמות	ל דגמה ה קורס כאן רחוק הוא מ להיות גיהינום על פני אדמות
common_voice_he_39753070	כדי ליצר כדאיות ל יזמים ו לבנות דירות ל השכרה	כדי ליצר כדאיות ל יזמים ו לבנות דירות ל השכרה
common_voice_he_39753072	כי זה לא מה ש ישמש תרופה	כי זה לא מה ש ישמש תרופה
common_voice_he_39753082	זה מראה בדיוק ב איזו פשיטת רגל מוסרית נמצאת תנועת ה לכוד	זה מראה בדיוק ב איזו פשיטת רגל מוסרית נמצאת תנועת ה לכוד
common_voice_he_39753083	חמאת בטנים זה אחלה	חמאת בטנים זה אחלה
common_voice_he_39753089	החל ה משרד לטפל ב בעיה ה חמורה ה זאת כמו בעוד כמה בעיות חמורות	החל ה משרד לטפל ב בעיה ה חמורה ה זאת כמו בעוד כמה בעיות חמורות
common_voice_he_39753188	ללא כבישים ו ללא אמצעי תחבורה מסדרים	ללא כבישים ו ללא אמצעי תחבורה מסדרים
common_voice_he_39753206	ה לילה ה טעות ה זאת תקנה ו מחירי ה דלק ירדו	ה לילה ה טעות ה זאת תקנה ו מחירי ה דלק ירדו
common_voice_he_39753207	ש חמש אחוזים מה דירות ב מכרזים ש אנחנו מוציאים הולכים ל דיור ה ציבורי	ש חמש אחוזים מה דירות ב מכרזים ש אנחנו מוציאים הולכים ל דיור ה ציבורי
common_voice_he_39753469	דיוני ה ועדה פתוחים ל עיתונאים על בסיס יומיומי	דיוני ה ועדה פתוחים ל עיתונאים על בסיס יומיומי
common_voice_he_39753440	אב ה פעוטה לא נחקר תחת אזהרה כי אם נגבתה ממנו עדות פתוחה	אב ה פעוטה לא נחקר תחת אזהרה כי אם נגבתה ממנו עדות פתוחה
common_voice_he_39753441	ל הבטחת חיי אדם ו גם ל קדשת חיי אדם	ל הבטחת חיי אדם ו גם ל קדשת חיי אדם
common_voice_he_39753442	ש ה צמיד קצבה מסיימת ל שכר ה ממצע ו לא ל מדד	ש ה צמיד קצבה מסיימת ל שכר ה ממצע ו לא ל מדד
common_voice_he_39753458	ש נמצא ב עבודה ב אפריקה או ב ארצות ה ברית	ש נמצא ב עבודה ב אפריקה או ב ארצות ה ברית
common_voice_he_39753459	ערבי זה ערבי ו יהודי זה יהודי	ערבי זה ערבי ו יהודי זה יהודי
common_voice_he_39753460	הם הקימו ארגון הורים ל נפגעי חזרה ב תשובה	הם הקימו ארגון הורים ל נפגעי חזרה ב תשובה
common_voice_he_39753461	ב עולם ה מערבי זמן ה הגעה ל אירוע קצר מאוד	ב עולם ה מערבי זמן ה הגעה ל אירוע קצר מאוד
common_voice_he_39753462	ש שיתף פעלה גם עם ה שנויים ו עם ה מציאות ה פתוחה	ש שיתף פעלה גם עם ה שנויים ו עם ה מציאות ה פתוחה
common_voice_he_39753468	אני לא אפרט מי יודע מה	אני לא אפרט מי יודע מה
common_voice_he_39753470	מרכזי חסן קהילתיים ב שדרות ו ב ארבע מועצות אזוריות ב עוטף עזה	מרכזי חסן קהילתיים ב שדרות ו ב ארבע מועצות אזוריות ב עוטף עזה
common_voice_he_39753209	אני חוזר ו אומר לא מיכאל אייתן	אני חוזר ו אומר לא מיכאל אייתן
common_voice_he_39753471	ו הוא גם לא איזה אות הצטיינות	ו הוא גם לא איזה אות הצטיינות
common_voice_he_39753472	ספר לי אהובי על חייך על ילדותך	ספר לי אהובי על חייך על ילדותך
common_voice_he_39753478	שניהם ראויים לייצג את ה כנסת	שניהם ראויים לייצג את ה כנסת
common_voice_he_39771249	משום ש קשה לי להאמין ש מישהו ב עירית ירושלים	משום ש קשה לי להאמין ש מישהו ב עירית ירושלים
common_voice_he_39753480	ה מכתב נכתב כפי ש כתבתי ב ראשו ב שעה כזו מ אחרת	ה מכתב נכתב כפי ש כתבתי ב ראשו ב שעה כזו מ אחרת
common_voice_he_39753481	אני לא מרגיש מסכן ברוך ה שם	אני לא מרגיש מסכן ברוך ה שם
common_voice_he_39753482	ב ארבע ב יוני שגר דר יואב ספיר	ב ארבע ב יוני שגר דר יואב ספיר
common_voice_he_39753488	היא גורמת ל כך ש לא רק היא	היא גורמת ל כך ש לא רק היא
common_voice_he_39753489	לא הייתה אף תרופה ש לא הייתה ב סל	לא הייתה אף תרופה ש לא הייתה ב סל
common_voice_he_39753439	ש היא מערכת סבירה ב מנחים ה מקבלים ב עולם ה מערבי	ש היא מערכת סבירה ב מנחים ה מקבלים ב עולם ה מערבי
common_voice_he_39753438	אנחנו עושים את זה ה יום כבר ב בתי ה חולים	אנחנו עושים את זה ה יום כבר ב בתי ה חולים
common_voice_he_39753283	מחר יצאו ל חפשה למעלה מ מיליון תלמידים	מחר יצאו ל חפשה למעלה מ מיליון תלמידים
common_voice_he_39753282	ו זה מה ה בסיס ל חלק גדול מ טיעוניו	ו זה מה ה בסיס ל חלק גדול מ טיעוניו
common_voice_he_39753210	כמו גם להציב תמרור אזהרה ו אמירה ברורה	כמו גם להציב תמרור אזהרה ו אמירה ברורה
common_voice_he_39753224	משדרים ב רחבי ה ארץ ו אף סייע ב איתור גגות מתאימים ל התקנת ה משדרים	משדרים ב רחבי ה ארץ ו אף סייע ב איתור גגות מתאימים ל התקנת ה משדרים
common_voice_he_39753225	ש תפעיל בתוך פרק זמן קצר תכנית פיילוט ל הגברת ה פקוח ו ה אכיפה ב דרום ה ארץ	ש תפעיל בתוך פרק זמן קצר תכנית פיילוט ל הגברת ה פקוח ו ה אכיפה ב דרום ה ארץ
common_voice_he_39753226	תכנית זו כוללת ב חובה גזרות קשות מ נשא	תכנית זו כוללת ב חובה גזרות קשות מ נשא
common_voice_he_41616556	קווי רכבת כמו אשקלון שדרות באר שבע	קווי רכבת כמו אשקלון שדרות באר שבע
common_voice_he_39753228	לא נתקדם לא נלך לא נבוא	לא נתקדם לא נלך לא נבוא
common_voice_he_39753242	חמש אחוזים זה עדין מספר גדול	חמש אחוזים זה עדין מספר גדול
common_voice_he_39753243	שפיר ו שמואל ה נכדים אחיו אריה שילנסקי	שפיר ו שמואל ה נכדים אחיו אריה שילנסקי
common_voice_he_39753244	ה נשים כבר היו מלאות ילדים חדשים	ה נשים כבר היו מלאות ילדים חדשים
common_voice_he_39753245	אדם ה רעב ל לחם הוא אדם ש כבודו כ אדם נפגע	אדם ה רעב ל לחם הוא אדם ש כבודו כ אדם נפגע
common_voice_he_39753246	ש עם אדם מ מוצא פלסטיני אי אפשר להתחתן	ש עם אדם מ מוצא פלסטיני אי אפשר להתחתן
common_voice_he_39753268	ה קניון ה גדול מ קבוצת עזריאלי	ה קניון ה גדול מ קבוצת עזריאלי
common_voice_he_39753269	פורחים כדורים אגוזים מתפצחים אני מתכון ל פצצות	פורחים כדורים אגוזים מתפצחים אני מתכון ל פצצות
common_voice_he_39753270	כדי לא להגיע למעשה גזעני או ל אפליה	כדי לא להגיע למעשה גזעני או ל אפליה
common_voice_he_39753271	ו אכן יקלטו מאות מורים ערבים ב מערכת ה חנוך ה יהודית	ו אכן יקלטו מאות מורים ערבים ב מערכת ה חנוך ה יהודית
common_voice_he_39753272	ש לא ירגישו ש הם לבד ב סבל ש הם סובלים	ש לא ירגישו ש הם לבד ב סבל ש הם סובלים
common_voice_he_39753279	ה חצי ה דרומי הוא כבר לא ים	ה חצי ה דרומי הוא כבר לא ים
common_voice_he_39753280	כמו יום ה אדמה ו כמו אוקטובר אלפים	כמו יום ה אדמה ו כמו אוקטובר אלפים
common_voice_he_39753281	חלק גדול מה תאונות קורות מתחת ל בתים	חלק גדול מה תאונות קורות מתחת ל בתים
common_voice_he_39771234	ה מקיימת אותה ב דבקות מה יום ש בו השגתם את עצמאותכם	ה מקיימת אותה ב דבקות מה יום ש בו השגתם את עצמאותכם
common_voice_he_39771262	עמדת בכלל ה זה במשך שתים עשרה שעות	עמדת בכלל ה זה במשך שתים עשרה שעות
common_voice_he_39771250	ו אני רואה ש יושב ראש ה ישיבה מפנה מבטו אלי	ו אני רואה ש יושב ראש ה ישיבה מפנה מבטו אלי
common_voice_he_39771251	אנחנו רואים ש ה עולם מתחלק כפי ש הוא מתחלק ו ה צביעות חוגגת	אנחנו רואים ש ה עולם מתחלק כפי ש הוא מתחלק ו ה צביעות חוגגת
common_voice_he_39918068	ה אחת היה שעיר ו מכער כ אמו ו אלו ה שני ל מרבית ה פלא היה גור שחר	ה אחת היה שעיר ו מכער כ אמו ו אלו ה שני ל מרבית ה פלא היה גור שחר
common_voice_he_39918069	אני שונא את טיק טוק	אני שונא את טיק טוק
common_voice_he_39937156	אי אפשר לשחרר אסירים מה צד ה זה	אי אפשר לשחרר אסירים מה צד ה זה
common_voice_he_39937158	ה מכות ה קשות ביותר דווקא מדי אדם	ה מכות ה קשות ביותר דווקא מדי אדם
common_voice_he_39937159	ל נושא חנוך מניעה שיקום גמילה טפול	ל נושא חנוך מניעה שיקום גמילה טפול
common_voice_he_39937160	שב כמה ו כמה מקומות ב ארץ הוקמו כמה ערים	שב כמה ו כמה מקומות ב ארץ הוקמו כמה ערים
common_voice_he_39937161	הפעלת ה סמכויות ה מנהליות ב אכיפת ה תקן הביאה ל שנוי דרסטי ב התייחסות ה רשויות ל תוצאות ה בדיקה ש נעשתה מ טעמנו	הפעלת ה סמכויות ה מנהליות ב אכיפת ה תקן הביאה ל שנוי דרסטי ב התייחסות ה רשויות ל תוצאות ה בדיקה ש נעשתה מ טעמנו
common_voice_he_39937162	לגבי ה הסתייגות ה עיקרית אני חושב ש אין מקום	לגבי ה הסתייגות ה עיקרית אני חושב ש אין מקום
common_voice_he_39937163	מ כך ש מדבר ב תכנית חירום ה מוגשת ב זמן משבר	מ כך ש מדבר ב תכנית חירום ה מוגשת ב זמן משבר
common_voice_he_39937164	שבו הוא כותב כי ה מושג יהדות הוא אוניברסלי	שבו הוא כותב כי ה מושג יהדות הוא אוניברסלי
common_voice_he_39937165	הוא מ יד הולך לקנות אופנים ש הוא לא הצליח לקנות	הוא מ יד הולך לקנות אופנים ש הוא לא הצליח לקנות
common_voice_he_39937166	הוא לא יודע ב מי הוא עוסק	הוא לא יודע ב מי הוא עוסק
common_voice_he_39937167	שעה שעה ב אמצעי התקשרת ה בינלאומיים	שעה שעה ב אמצעי התקשרת ה בינלאומיים
common_voice_he_39937169	ו כמה משמח היה לראות איך פתאום נתגלה רצון עז בין ה חברות	ו כמה משמח היה לראות איך פתאום נתגלה רצון עז בין ה חברות
common_voice_he_39937170	אני נוטה להאמין ש זה דווקא אדם לא שפוי	אני נוטה להאמין ש זה דווקא אדם לא שפוי
