clip	duration[ms]
common_voice_he_39666441.mp3	2988
common_voice_he_39515086.mp3	3996
common_voice_he_38146703.mp3	3384
common_voice_he_40039780.mp3	4500
common_voice_he_39541222.mp3	6408
common_voice_he_38283253.mp3	6228
common_voice_he_39028007.mp3	3636
common_voice_he_39831254.mp3	4248
common_voice_he_39753068.mp3	6228
common_voice_he_39860883.mp3	3276
common_voice_he_39317955.mp3	5076
common_voice_he_39925735.mp3	3708
common_voice_he_39686641.mp3	4500
common_voice_he_39179999.mp3	3780
common_voice_he_39029357.mp3	3348
common_voice_he_39934718.mp3	4680
common_voice_he_39609271.mp3	3528
common_voice_he_38828352.mp3	3060
common_voice_he_39592788.mp3	2808
common_voice_he_39379405.mp3	3348
common_voice_he_39753498.mp3	4752
common_voice_he_39937266.mp3	4824
common_voice_he_43313189.mp3	3240
common_voice_he_38569700.mp3	5364
common_voice_he_39752381.mp3	5436
common_voice_he_39890656.mp3	4140
common_voice_he_39593168.mp3	4176
common_voice_he_39814543.mp3	4356
common_voice_he_39560961.mp3	4428
common_voice_he_39379434.mp3	4896
common_voice_he_39673664.mp3	3780
common_voice_he_41605208.mp3	6048
common_voice_he_39673766.mp3	2520
common_voice_he_38131130.mp3	8568
common_voice_he_38636196.mp3	3708
common_voice_he_39752377.mp3	4248
common_voice_he_38746114.mp3	6300
common_voice_he_39609304.mp3	3888
common_voice_he_39960283.mp3	4500
common_voice_he_39677289.mp3	3528
common_voice_he_38130964.mp3	5868
common_voice_he_39211578.mp3	4356
common_voice_he_39427330.mp3	4248
common_voice_he_41616756.mp3	5436
common_voice_he_38131113.mp3	8028
common_voice_he_39831341.mp3	4500
common_voice_he_39318012.mp3	4140
common_voice_he_38154308.mp3	3888
common_voice_he_39669418.mp3	4536
common_voice_he_39541274.mp3	3960
common_voice_he_39514208.mp3	3456
common_voice_he_39667033.mp3	5796
common_voice_he_39446472.mp3	3528
common_voice_he_38994158.mp3	3240
common_voice_he_39263836.mp3	2988
common_voice_he_38131074.mp3	3600
common_voice_he_39849027.mp3	3996
common_voice_he_39937280.mp3	3600
common_voice_he_39960211.mp3	3168
common_voice_he_39676114.mp3	5220
common_voice_he_39029263.mp3	3348
common_voice_he_39666763.mp3	2808
common_voice_he_39970491.mp3	5040
common_voice_he_39625717.mp3	3420
common_voice_he_38712565.mp3	4536
common_voice_he_39753188.mp3	4032
common_voice_he_38800493.mp3	2556
common_voice_he_39317661.mp3	4176
common_voice_he_39522757.mp3	2988
common_voice_he_39597249.mp3	3816
common_voice_he_39972377.mp3	5328
common_voice_he_43467454.mp3	7056
common_voice_he_39954468.mp3	5220
common_voice_he_39924492.mp3	3420
common_voice_he_38131052.mp3	3888
common_voice_he_38636197.mp3	3168
common_voice_he_39179830.mp3	3276
common_voice_he_39553434.mp3	3420
common_voice_he_39677265.mp3	4140
common_voice_he_38835594.mp3	4500
common_voice_he_38154542.mp3	3816
common_voice_he_39211537.mp3	2628
common_voice_he_40978544.mp3	5652
common_voice_he_43498353.mp3	4860
common_voice_he_39185967.mp3	3060
common_voice_he_39771233.mp3	7236
common_voice_he_43453181.mp3	12528
common_voice_he_39261416.mp3	2988
common_voice_he_39960273.mp3	3168
common_voice_he_39553613.mp3	5688
common_voice_he_41869859.mp3	3960
common_voice_he_39516089.mp3	4896
common_voice_he_39180102.mp3	6696
common_voice_he_38371320.mp3	7056
common_voice_he_39753499.mp3	7020
common_voice_he_39960257.mp3	3096
common_voice_he_38569670.mp3	5940
common_voice_he_39179821.mp3	3348
common_voice_he_39333464.mp3	4356
common_voice_he_39280183.mp3	6516
common_voice_he_39027661.mp3	6120
common_voice_he_39626010.mp3	8388
common_voice_he_39179997.mp3	2556
common_voice_he_39446474.mp3	3780
common_voice_he_39553681.mp3	7740
common_voice_he_39753658.mp3	5796
common_voice_he_39972336.mp3	4716
common_voice_he_39514635.mp3	3888
common_voice_he_38904492.mp3	3780
common_voice_he_39846024.mp3	4428
common_voice_he_39750934.mp3	4248
common_voice_he_39676108.mp3	4320
common_voice_he_43466117.mp3	6588
common_voice_he_39693888.mp3	3420
common_voice_he_39553643.mp3	3528
common_voice_he_38800494.mp3	4248
common_voice_he_39673666.mp3	4896
common_voice_he_39753590.mp3	5760
common_voice_he_39771319.mp3	6336
common_voice_he_39836665.mp3	4968
common_voice_he_41616709.mp3	5616
common_voice_he_39211611.mp3	3420
common_voice_he_39318891.mp3	2448
common_voice_he_39960255.mp3	4680
common_voice_he_38142066.mp3	5292
common_voice_he_39960217.mp3	3456
common_voice_he_39597221.mp3	4320
common_voice_he_38154482.mp3	2556
common_voice_he_39869353.mp3	3600
common_voice_he_39625420.mp3	4248
common_voice_he_39937270.mp3	5184
common_voice_he_39960220.mp3	3780
common_voice_he_39934726.mp3	5868
common_voice_he_39686302.mp3	3816
common_voice_he_43498375.mp3	7920
common_voice_he_39831319.mp3	3672
common_voice_he_39317741.mp3	3780
common_voice_he_39598784.mp3	3528
common_voice_he_41605174.mp3	4860
common_voice_he_39516171.mp3	3168
common_voice_he_39211807.mp3	6120
common_voice_he_38828338.mp3	4428
common_voice_he_41984275.mp3	6300
common_voice_he_38746112.mp3	5256
common_voice_he_39753150.mp3	4572
common_voice_he_41019457.mp3	8748
common_voice_he_39263901.mp3	4500
common_voice_he_38169209.mp3	5796
common_voice_he_39890653.mp3	4140
common_voice_he_40980378.mp3	8100
common_voice_he_40909689.mp3	5688
common_voice_he_39326813.mp3	4608
common_voice_he_39553467.mp3	3888
common_voice_he_39831250.mp3	2520
common_voice_he_39753491.mp3	5760
common_voice_he_41616729.mp3	5256
common_voice_he_39543720.mp3	4428
common_voice_he_40072393.mp3	5148
common_voice_he_39897640.mp3	3060
common_voice_he_41896620.mp3	5976
common_voice_he_39658847.mp3	5400
common_voice_he_39514219.mp3	3096
common_voice_he_39592658.mp3	5076
common_voice_he_38130962.mp3	6660
common_voice_he_38610887.mp3	3708
common_voice_he_39541278.mp3	4320
common_voice_he_39334296.mp3	2808
common_voice_he_39869352.mp3	3996
common_voice_he_38131118.mp3	4068
common_voice_he_38118871.mp3	5976
common_voice_he_39541203.mp3	4068
common_voice_he_39514637.mp3	4680
common_voice_he_39625396.mp3	4716
common_voice_he_39972342.mp3	4140
common_voice_he_39869313.mp3	4068
common_voice_he_39180189.mp3	3600
common_voice_he_38130955.mp3	3960
common_voice_he_41616614.mp3	4968
common_voice_he_41616655.mp3	4788
common_voice_he_38169208.mp3	5328
common_voice_he_39414095.mp3	7920
common_voice_he_39280379.mp3	3096
common_voice_he_41616576.mp3	5580
common_voice_he_39317643.mp3	4140
common_voice_he_43503046.mp3	3924
common_voice_he_38830035.mp3	4140
common_voice_he_38904495.mp3	4896
common_voice_he_38800478.mp3	4680
common_voice_he_39263831.mp3	3636
common_voice_he_39686285.mp3	7308
common_voice_he_38131026.mp3	3348
common_voice_he_39960308.mp3	5256
common_voice_he_39184065.mp3	4896
common_voice_he_39597262.mp3	4428
common_voice_he_39261406.mp3	5040
common_voice_he_38835575.mp3	4176
common_voice_he_39327092.mp3	4500
common_voice_he_39675851.mp3	3348
common_voice_he_41486360.mp3	4428
common_voice_he_38830037.mp3	4608
common_voice_he_40909675.mp3	8640
common_voice_he_39890644.mp3	3348
common_voice_he_38610892.mp3	2916
common_voice_he_39027847.mp3	4068
common_voice_he_39500360.mp3	7200
common_voice_he_43498327.mp3	5256
common_voice_he_39179833.mp3	4320
common_voice_he_39522797.mp3	3708
common_voice_he_39940033.mp3	4608
common_voice_he_40039804.mp3	4320
common_voice_he_38835581.mp3	2556
common_voice_he_39317672.mp3	4896
common_voice_he_39318011.mp3	2520
common_voice_he_39752382.mp3	5040
common_voice_he_39211758.mp3	3168
common_voice_he_41616757.mp3	6480
common_voice_he_39667001.mp3	4536
common_voice_he_38737314.mp3	2700
common_voice_he_38154501.mp3	3636
common_voice_he_39796050.mp3	4536
common_voice_he_39609526.mp3	4716
common_voice_he_39514672.mp3	4176
common_voice_he_39869368.mp3	3888
common_voice_he_39960315.mp3	4788
common_voice_he_38154549.mp3	3960
common_voice_he_39028049.mp3	4716
common_voice_he_39625410.mp3	4248
common_voice_he_39514304.mp3	5688
common_voice_he_38835595.mp3	3456
common_voice_he_39625757.mp3	4896
common_voice_he_39545492.mp3	4068
common_voice_he_39353722.mp3	3096
common_voice_he_39838440.mp3	3276
common_voice_he_39185978.mp3	5040
common_voice_he_41616628.mp3	4140
common_voice_he_39541273.mp3	5076
common_voice_he_39263948.mp3	4356
common_voice_he_39263829.mp3	4860
common_voice_he_39954466.mp3	3816
common_voice_he_39609300.mp3	4788
common_voice_he_39972329.mp3	4788
common_voice_he_39327085.mp3	4248
common_voice_he_39211794.mp3	3996
common_voice_he_39675850.mp3	3960
common_voice_he_39514175.mp3	3816
common_voice_he_38130977.mp3	4248
common_voice_he_39457294.mp3	2808
common_voice_he_39027594.mp3	4140
common_voice_he_41616687.mp3	5040
common_voice_he_39516147.mp3	3420
common_voice_he_39353684.mp3	4320
common_voice_he_39753735.mp3	4716
common_voice_he_39597838.mp3	4428
common_voice_he_39771199.mp3	8028
common_voice_he_39686640.mp3	5796
common_voice_he_39849073.mp3	4680
common_voice_he_39427327.mp3	4068
common_voice_he_39869282.mp3	3996
common_voice_he_39578604.mp3	3456
common_voice_he_39196753.mp3	4320
common_voice_he_39028054.mp3	5328
common_voice_he_39772256.mp3	3996
common_voice_he_39318475.mp3	3276
common_voice_he_39676097.mp3	6048
common_voice_he_38816543.mp3	5400
common_voice_he_39211474.mp3	3060
common_voice_he_38131025.mp3	3780
common_voice_he_43281945.mp3	4608
common_voice_he_39514668.mp3	2916
common_voice_he_38130921.mp3	4968
common_voice_he_39545527.mp3	3348
common_voice_he_39597247.mp3	3816
common_voice_he_38131096.mp3	3960
common_voice_he_39925715.mp3	3528
common_voice_he_39676100.mp3	3960
common_voice_he_39755013.mp3	6696
common_voice_he_39939984.mp3	4680
common_voice_he_39771305.mp3	5688
common_voice_he_38131071.mp3	2376
common_voice_he_39869332.mp3	3240
common_voice_he_39939962.mp3	4140
common_voice_he_38085643.mp3	3780
common_voice_he_39869345.mp3	3636
common_voice_he_39196790.mp3	4608
common_voice_he_39179859.mp3	4428
common_voice_he_39666660.mp3	2880
common_voice_he_41616602.mp3	5796
common_voice_he_38848955.mp3	4176
common_voice_he_39027954.mp3	4176
common_voice_he_39545533.mp3	3276
common_voice_he_38094125.mp3	5652
common_voice_he_39753602.mp3	8460
common_voice_he_41616790.mp3	4968
common_voice_he_39560988.mp3	4536
common_voice_he_43281961.mp3	7560
common_voice_he_39597169.mp3	3456
common_voice_he_39753168.mp3	5940
common_voice_he_39831295.mp3	5256
common_voice_he_40039773.mp3	5580
common_voice_he_39658843.mp3	4680
common_voice_he_39771250.mp3	4860
common_voice_he_39972298.mp3	3420
common_voice_he_38569730.mp3	3384
common_voice_he_39593171.mp3	3996
common_voice_he_39675849.mp3	4248
common_voice_he_39814529.mp3	3708
common_voice_he_43281960.mp3	5400
common_voice_he_39446661.mp3	4536
common_voice_he_43313142.mp3	5868
common_voice_he_39179857.mp3	3528
common_voice_he_39609237.mp3	6516
common_voice_he_39626016.mp3	3348
common_voice_he_39666586.mp3	3960
common_voice_he_40978546.mp3	4536
common_voice_he_39541223.mp3	3960
common_voice_he_39939965.mp3	3600
common_voice_he_39280224.mp3	3636
common_voice_he_39903468.mp3	5400
common_voice_he_39333855.mp3	3528
common_voice_he_39960284.mp3	2916
common_voice_he_39541224.mp3	3780
common_voice_he_39196673.mp3	3060
common_voice_he_38130919.mp3	3996
common_voice_he_39642808.mp3	2988
common_voice_he_39318909.mp3	3348
common_voice_he_38131109.mp3	7668
common_voice_he_38154373.mp3	2880
common_voice_he_38130929.mp3	4896
common_voice_he_39597836.mp3	4896
common_voice_he_39846026.mp3	3636
common_voice_he_39934751.mp3	6480
common_voice_he_39890618.mp3	3528
common_voice_he_39753715.mp3	5868
common_voice_he_38131027.mp3	3780
common_voice_he_39179982.mp3	3168
common_voice_he_43512960.mp3	4860
common_voice_he_38816544.mp3	2916
common_voice_he_39280341.mp3	3816
common_voice_he_39553479.mp3	5436
common_voice_he_39553733.mp3	3888
common_voice_he_39666999.mp3	4500
common_voice_he_39541306.mp3	3780
common_voice_he_39461878.mp3	4680
common_voice_he_39280344.mp3	6120
common_voice_he_39883420.mp3	3528
common_voice_he_39597153.mp3	4428
common_voice_he_38118860.mp3	7884
common_voice_he_39831376.mp3	5508
common_voice_he_39446644.mp3	3348
common_voice_he_38919082.mp3	2700
common_voice_he_39626077.mp3	5076
common_voice_he_39934761.mp3	3708
common_voice_he_39514693.mp3	3636
common_voice_he_39592801.mp3	3600
common_voice_he_38154393.mp3	4680
common_voice_he_38883688.mp3	4356
common_voice_he_39625395.mp3	5256
common_voice_he_39592766.mp3	4968
common_voice_he_41616615.mp3	4680
common_voice_he_39869298.mp3	4176
common_voice_he_39960176.mp3	4248
common_voice_he_39753570.mp3	4392
common_voice_he_39669417.mp3	4716
common_voice_he_39541225.mp3	56880
common_voice_he_39382480.mp3	3420
common_voice_he_38751696.mp3	4860
common_voice_he_38800476.mp3	6228
common_voice_he_39597178.mp3	5616
common_voice_he_38569704.mp3	3348
common_voice_he_43446728.mp3	8820
common_voice_he_41616916.mp3	4248
common_voice_he_38737316.mp3	3348
common_voice_he_39546139.mp3	4140
common_voice_he_39925723.mp3	5436
common_voice_he_38154553.mp3	5508
common_voice_he_39353717.mp3	4428
common_voice_he_39755016.mp3	4428
common_voice_he_38830042.mp3	3636
common_voice_he_43281986.mp3	6948
common_voice_he_40909701.mp3	3960
common_voice_he_41066669.mp3	5760
common_voice_he_39180010.mp3	3996
common_voice_he_38919086.mp3	3996
common_voice_he_39028919.mp3	2700
common_voice_he_39514689.mp3	4248
common_voice_he_38569679.mp3	4248
common_voice_he_38994382.mp3	3636
common_voice_he_39211689.mp3	4248
common_voice_he_39609230.mp3	5940
common_voice_he_39609217.mp3	4896
common_voice_he_38610395.mp3	6228
common_voice_he_41605204.mp3	5436
common_voice_he_39446535.mp3	4536
common_voice_he_43512946.mp3	6444
common_voice_he_39553669.mp3	4320
common_voice_he_38094116.mp3	6768
common_voice_he_38131106.mp3	3960
common_voice_he_39263856.mp3	4536
common_voice_he_43498328.mp3	4248
common_voice_he_39883424.mp3	3816
common_voice_he_39934734.mp3	4968
common_voice_he_39500357.mp3	2988
common_voice_he_38751688.mp3	3960
common_voice_he_38769736.mp3	4500
common_voice_he_40978543.mp3	5256
common_voice_he_42358446.mp3	4284
common_voice_he_41616555.mp3	6588
common_voice_he_39333412.mp3	5220
common_voice_he_39211640.mp3	4320
common_voice_he_39280203.mp3	2988
common_voice_he_39753056.mp3	5616
common_voice_he_39753228.mp3	4356
common_voice_he_38154197.mp3	3996
common_voice_he_39027438.mp3	3600
common_voice_he_38131128.mp3	5328
common_voice_he_39560952.mp3	3528
common_voice_he_39561012.mp3	6336
common_voice_he_38154557.mp3	2628
common_voice_he_39541956.mp3	4248
common_voice_he_39960292.mp3	4320
common_voice_he_39280343.mp3	4716
common_voice_he_39356083.mp3	4356
common_voice_he_39578645.mp3	3816
common_voice_he_38115877.mp3	9324
common_voice_he_38130945.mp3	4500
common_voice_he_39514302.mp3	3996
common_voice_he_39972362.mp3	4176
common_voice_he_39609252.mp3	5796
common_voice_he_39753136.mp3	4896
common_voice_he_39844327.mp3	6480
common_voice_he_39771197.mp3	8604
common_voice_he_38131090.mp3	7776
common_voice_he_39261424.mp3	4068
common_voice_he_41616558.mp3	6588
common_voice_he_39353687.mp3	5256
common_voice_he_39326852.mp3	3636
common_voice_he_39937278.mp3	4608
common_voice_he_39280232.mp3	3888
common_voice_he_39771264.mp3	4392
common_voice_he_39625397.mp3	7488
common_voice_he_39948416.mp3	5760
common_voice_he_39771294.mp3	5292
common_voice_he_38094115.mp3	9000
common_voice_he_38154493.mp3	3600
common_voice_he_39379422.mp3	4356
common_voice_he_39382482.mp3	3780
common_voice_he_39592657.mp3	5760
common_voice_he_39317994.mp3	2916
common_voice_he_39838479.mp3	3816
common_voice_he_41616618.mp3	5940
common_voice_he_38115876.mp3	5040
common_voice_he_39211713.mp3	4968
common_voice_he_38661600.mp3	4536
common_voice_he_39029099.mp3	3600
common_voice_he_43467451.mp3	10008
common_voice_he_39937165.mp3	4716
common_voice_he_39553572.mp3	3816
common_voice_he_39501162.mp3	3528
common_voice_he_41616929.mp3	4716
common_voice_he_39753628.mp3	6120
common_voice_he_39501227.mp3	3708
common_voice_he_39667009.mp3	4536
common_voice_he_39658883.mp3	3708
common_voice_he_39447073.mp3	3456
common_voice_he_39897659.mp3	4176
common_voice_he_39673767.mp3	2988
common_voice_he_39514704.mp3	3168
common_voice_he_39626006.mp3	3168
common_voice_he_40909697.mp3	4716
common_voice_he_39937168.mp3	6012
common_voice_he_39318888.mp3	3348
common_voice_he_43512948.mp3	4284
common_voice_he_39516146.mp3	3600
common_voice_he_39318008.mp3	2196
common_voice_he_39541297.mp3	3960
common_voice_he_38154464.mp3	6768
common_voice_he_39831243.mp3	3996
common_voice_he_39184059.mp3	3276
common_voice_he_38848994.mp3	4428
common_voice_he_41896624.mp3	5868
common_voice_he_39427374.mp3	4356
common_voice_he_39539861.mp3	3420
common_voice_he_39423346.mp3	4248
common_voice_he_39514177.mp3	4248
common_voice_he_39561011.mp3	6048
common_voice_he_39318887.mp3	3096
common_voice_he_39814528.mp3	3888
common_voice_he_39666776.mp3	5040
common_voice_he_39578642.mp3	3960
common_voice_he_38848964.mp3	3816
common_voice_he_41019417.mp3	5760
common_voice_he_38848972.mp3	4500
common_voice_he_39379412.mp3	4140
common_voice_he_39771109.mp3	4932
common_voice_he_39814520.mp3	5256
common_voice_he_39317954.mp3	5400
common_voice_he_39609273.mp3	3888
common_voice_he_39954471.mp3	3708
common_voice_he_39539862.mp3	6696
common_voice_he_39548262.mp3	3456
common_voice_he_39180026.mp3	3960
common_voice_he_39500314.mp3	4608
common_voice_he_38904508.mp3	3636
common_voice_he_39666687.mp3	2736
common_voice_he_38131030.mp3	4428
common_voice_he_38651309.mp3	2520
common_voice_he_39888985.mp3	3636
common_voice_he_39785417.mp3	5616
common_voice_he_39846028.mp3	3960
common_voice_he_40072386.mp3	3276
common_voice_he_39327185.mp3	6840
common_voice_he_39560954.mp3	3420
common_voice_he_38131015.mp3	7020
common_voice_he_39937204.mp3	4608
common_voice_he_39027956.mp3	4536
common_voice_he_41869858.mp3	7200
common_voice_he_42487982.mp3	8316
common_voice_he_39673675.mp3	6120
common_voice_he_39846027.mp3	4176
common_voice_he_38883685.mp3	3816
common_voice_he_39280231.mp3	3060
common_voice_he_38154310.mp3	5328
common_voice_he_39778674.mp3	3636
common_voice_he_38737326.mp3	4176
common_voice_he_39753520.mp3	4788
common_voice_he_39211658.mp3	6156
common_voice_he_39686657.mp3	5256
common_voice_he_39280362.mp3	3816
common_voice_he_39541903.mp3	5400
common_voice_he_39753630.mp3	3276
common_voice_he_39753072.mp3	3492
common_voice_he_39319657.mp3	5796
common_voice_he_39560965.mp3	4140
common_voice_he_39263834.mp3	3888
common_voice_he_39317713.mp3	2916
common_voice_he_39753279.mp3	3276
common_voice_he_39553708.mp3	4140
common_voice_he_39333431.mp3	3528
common_voice_he_39771130.mp3	5796
common_voice_he_39327050.mp3	4320
common_voice_he_39211704.mp3	2700
common_voice_he_39860896.mp3	2376
common_voice_he_38737313.mp3	3888
common_voice_he_39925730.mp3	3240
common_voice_he_39027799.mp3	4716
common_voice_he_39553431.mp3	3528
common_voice_he_39597203.mp3	3600
common_voice_he_39831351.mp3	4716
common_voice_he_39753205.mp3	4536
common_voice_he_40612866.mp3	6228
common_voice_he_39831246.mp3	3528
common_voice_he_39939999.mp3	4896
common_voice_he_39609364.mp3	5400
common_voice_he_38131031.mp3	3888
common_voice_he_40039809.mp3	4968
common_voice_he_41605192.mp3	5328
common_voice_he_39752363.mp3	5040
common_voice_he_41616578.mp3	5580
common_voice_he_39625412.mp3	3636
common_voice_he_39180021.mp3	2880
common_voice_he_39541915.mp3	3780
common_voice_he_39658881.mp3	4140
common_voice_he_42706033.mp3	3888
common_voice_he_39353656.mp3	4896
common_voice_he_38154228.mp3	4140
common_voice_he_41616804.mp3	4968
common_voice_he_39666455.mp3	3888
common_voice_he_39514680.mp3	3456
common_voice_he_39838491.mp3	3600
common_voice_he_39849007.mp3	3888
common_voice_he_43313191.mp3	2808
common_voice_he_39263926.mp3	3600
common_voice_he_39280178.mp3	3420
common_voice_he_39211186.mp3	4680
common_voice_he_39940017.mp3	4680
common_voice_he_39890645.mp3	5508
common_voice_he_39814534.mp3	4140
common_voice_he_39356096.mp3	7596
common_voice_he_39686760.mp3	6480
common_voice_he_39514670.mp3	2808
common_voice_he_39333875.mp3	4248
common_voice_he_38118878.mp3	3132
common_voice_he_39353721.mp3	3708
common_voice_he_39501213.mp3	4248
common_voice_he_39625734.mp3	3600
common_voice_he_39897635.mp3	3708
common_voice_he_38130951.mp3	3060
common_voice_he_38848921.mp3	3420
common_voice_he_39771293.mp3	5868
common_voice_he_39753652.mp3	3816
common_voice_he_39318076.mp3	6228
common_voice_he_39771116.mp3	4248
common_voice_he_39514193.mp3	3168
common_voice_he_39179870.mp3	3888
common_voice_he_38154414.mp3	6228
common_voice_he_43467450.mp3	6876
common_voice_he_38142079.mp3	3420
common_voice_he_38835572.mp3	4356
common_voice_he_39771176.mp3	4932
common_voice_he_39553413.mp3	3960
common_voice_he_39753480.mp3	5724
common_voice_he_39317971.mp3	5256
common_voice_he_39925732.mp3	4176
common_voice_he_43498330.mp3	6336
common_voice_he_39609389.mp3	3456
common_voice_he_39548261.mp3	3960
common_voice_he_41605191.mp3	4068
common_voice_he_41616625.mp3	7920
common_voice_he_39515281.mp3	3960
common_voice_he_39553640.mp3	5148
common_voice_he_39836671.mp3	3528
common_voice_he_41512903.mp3	5364
common_voice_he_39869311.mp3	4788
common_voice_he_39838444.mp3	4680
common_voice_he_39545462.mp3	3600
common_voice_he_39755015.mp3	4176
common_voice_he_39676109.mp3	3816
common_voice_he_39838489.mp3	4716
common_voice_he_39598705.mp3	3348
common_voice_he_39753763.mp3	2736
common_voice_he_39319655.mp3	4356
common_voice_he_38883185.mp3	4860
common_voice_he_39753242.mp3	3636
common_voice_he_39597817.mp3	4140
common_voice_he_39280180.mp3	3708
common_voice_he_39897724.mp3	4536
common_voice_he_39785442.mp3	4212
common_voice_he_39446499.mp3	3816
common_voice_he_39317703.mp3	4680
common_voice_he_38154411.mp3	5040
common_voice_he_38154558.mp3	2628
common_voice_he_39553611.mp3	3888
common_voice_he_39924478.mp3	3240
common_voice_he_39553746.mp3	3888
common_voice_he_39937174.mp3	4608
common_voice_he_39379406.mp3	4176
common_voice_he_39379403.mp3	4716
common_voice_he_39848991.mp3	4860
common_voice_he_39771253.mp3	5184
common_voice_he_39785514.mp3	3996
common_voice_he_38115880.mp3	10476
common_voice_he_39609305.mp3	3456
common_voice_he_39934735.mp3	5508
common_voice_he_39753755.mp3	3528
common_voice_he_40978529.mp3	6552
common_voice_he_43512944.mp3	4140
common_voice_he_39180088.mp3	4788
common_voice_he_39379444.mp3	3168
common_voice_he_39891424.mp3	4680
common_voice_he_41616557.mp3	7020
common_voice_he_39752383.mp3	4356
common_voice_he_38154503.mp3	4068
common_voice_he_39831352.mp3	5328
common_voice_he_39180044.mp3	4140
common_voice_he_38196115.mp3	4140
common_voice_he_38994320.mp3	6696
common_voice_he_39838282.mp3	4680
common_voice_he_39327051.mp3	3996
common_voice_he_39626062.mp3	4320
common_voice_he_39940030.mp3	3996
common_voice_he_41605190.mp3	6048
common_voice_he_39609473.mp3	4500
common_voice_he_39597200.mp3	3420
common_voice_he_38143991.mp3	5580
common_voice_he_39960208.mp3	4968
common_voice_he_39883430.mp3	6948
common_voice_he_39772246.mp3	4428
common_voice_he_39836657.mp3	3600
common_voice_he_39831321.mp3	4608
common_voice_he_43466119.mp3	11448
common_voice_he_39457187.mp3	5148
common_voice_he_39027540.mp3	4608
common_voice_he_39545480.mp3	3780
common_voice_he_38835593.mp3	2880
common_voice_he_39778676.mp3	3888
common_voice_he_39940019.mp3	4500
common_voice_he_38131153.mp3	4356
common_voice_he_39755009.mp3	4788
common_voice_he_38830034.mp3	4428
common_voice_he_39379431.mp3	4608
common_voice_he_39553823.mp3	5400
common_voice_he_39318868.mp3	3096
common_voice_he_39028837.mp3	4176
common_voice_he_38651310.mp3	5400
common_voice_he_39771307.mp3	3996
common_voice_he_39796051.mp3	3348
common_voice_he_39196752.mp3	2448
common_voice_he_39897721.mp3	5508
common_voice_he_39592659.mp3	3600
common_voice_he_41486343.mp3	4176
common_voice_he_39545477.mp3	4176
common_voice_he_38130994.mp3	4356
common_voice_he_38130961.mp3	5940
common_voice_he_39423351.mp3	7776
common_voice_he_39334337.mp3	5256
common_voice_he_39666474.mp3	6228
common_voice_he_39972369.mp3	2556
common_voice_he_39333876.mp3	3276
common_voice_he_39609277.mp3	5040
common_voice_he_39659134.mp3	3816
common_voice_he_39897637.mp3	4356
common_voice_he_43539850.mp3	4536
common_voice_he_39562285.mp3	4428
common_voice_he_39548279.mp3	4248
common_voice_he_38610894.mp3	5256
common_voice_he_39642807.mp3	4176
common_voice_he_38848970.mp3	7020
common_voice_he_41616808.mp3	3888
common_voice_he_39461893.mp3	5688
common_voice_he_39514194.mp3	5328
common_voice_he_38131154.mp3	6948
common_voice_he_41616742.mp3	7380
common_voice_he_39785444.mp3	3672
common_voice_he_39609477.mp3	4608
common_voice_he_39185957.mp3	4860
common_voice_he_39755014.mp3	3780
common_voice_he_39838483.mp3	4356
common_voice_he_39771232.mp3	3708
common_voice_he_38769732.mp3	4500
common_voice_he_39869302.mp3	5328
common_voice_he_39889010.mp3	3276
common_voice_he_39553658.mp3	4140
common_voice_he_38830040.mp3	3888
common_voice_he_39545535.mp3	4140
common_voice_he_39778687.mp3	4068
common_voice_he_39753603.mp3	3888
common_voice_he_39848994.mp3	3960
common_voice_he_43498340.mp3	3708
common_voice_he_39753542.mp3	4644
common_voice_he_39849008.mp3	3780
common_voice_he_39029273.mp3	3168
common_voice_he_38131156.mp3	2448
common_voice_he_39545495.mp3	3780
common_voice_he_39280161.mp3	4140
common_voice_he_43281988.mp3	3960
common_voice_he_38154385.mp3	4680
common_voice_he_39541272.mp3	4500
common_voice_he_39675812.mp3	3708
common_voice_he_38085646.mp3	5940
common_voice_he_40972203.mp3	5040
common_voice_he_39422809.mp3	5796
common_voice_he_38131152.mp3	4176
common_voice_he_39027849.mp3	5076
common_voice_he_43446719.mp3	6156
common_voice_he_43454838.mp3	6660
common_voice_he_38568967.mp3	3456
common_voice_he_38146669.mp3	6444
common_voice_he_39263835.mp3	3996
common_voice_he_39353672.mp3	3456
common_voice_he_39263881.mp3	2880
common_voice_he_39263930.mp3	4536
common_voice_he_39889001.mp3	4680
common_voice_he_38848942.mp3	2880
common_voice_he_39889003.mp3	3708
common_voice_he_41616666.mp3	4788
common_voice_he_39883401.mp3	3528
common_voice_he_39326865.mp3	6876
common_voice_he_39753184.mp3	4320
common_voice_he_38828323.mp3	4176
common_voice_he_38751685.mp3	3168
common_voice_he_41486362.mp3	6480
common_voice_he_39940029.mp3	3708
common_voice_he_39446788.mp3	3420
common_voice_he_39514690.mp3	4356
common_voice_he_38830030.mp3	4176
common_voice_he_41984277.mp3	9540
common_voice_he_39553536.mp3	3960
common_voice_he_39667018.mp3	4860
common_voice_he_39457086.mp3	3996
common_voice_he_39539843.mp3	3420
common_voice_he_38904479.mp3	3096
common_voice_he_40978560.mp3	4860
common_voice_he_43459204.mp3	6408
common_voice_he_39597266.mp3	3348
common_voice_he_39541267.mp3	4140
common_voice_he_43281944.mp3	4968
common_voice_he_39317689.mp3	3420
