sentence_id	sentence	sentence_domain	source	is_used	clips_count
368735fdcd435625e0ce73f361f1f7c323be64292e3869fd448fec3934cffded	אז אני אצטרך להגיש תוכנית חדשה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175818.doc	1	1
368ac5cb52b88482d1485e5a7ac4cac035f37a8457e1d424442b1469ce00eba3	זה גם נקרא אזור ביקוש ואזורי המרכז		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175893.doc	1	1
368de7815e955e61cfbb224298bf72185b85a4cdedf85896602b9a9b5df0075a	בדרום תל-אביב או בערים החלשות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_202977.doc	1	1
368fffa5b182568f1c756f00ed1b0eb637912eb2d7c6c476d6530abdc08616e1	לעתים תכופות מאוד אנחנו נתקלים בעומסי תנועה כפי שהסברתי קודם		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_202977.doc	1	1
3695b778f925fd57e80f60ef53c7ac871434eddbbb605f35f16b8df66cea7270	כאשר חזרו ראשוני הציונות אל הרעיון הציוני		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129150.doc	1	1
3696abc7fe8d526228d3ea83e6fc91accf91a2a8d3c75b616c6b6d589426c474	פודקאסטים פופולריים כמו חיות כיס		ציטוט עצמי	1	1
3697e67c9905c424fb3f53dbb5630b7001b3b9060f8e7b673d49386fbb9c82bc	המספרים שהתפרסמו בתקשורת הם לא נכונים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc	1	1
36a35e98e803917eb3f61b0132b0afde564594cf34d816b37b3effb6291c63d9	זה ייעשה לקראת הקריאה הראשונה ולקראת הקריאה השנייה והשלישית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc	1	1
36dc2a4ad2fee730906481aba71632c43465596fa3b570eefd5eab3de92f1a6f	צמצום המגזר הציבורי, הקטנת נטל המס		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129684.doc	1	1
36e0431e82ce13d9450719b266e7aa3a90bbc397c4228f666a6df24d6c3b2238	כמה עולה המוצר הזה?		ציטוט עצמי	1	1
36f8cd1d8739a8f07c63867e93d241a2ff31457338dc3cd80ccae72ebbde1c8d	זה שימוש ציני במונח הוראת שעה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
3703bf57b293278cdde7930ce0eaeb43fe324e72b3c25552b285d8b256e20e15	ונתתי גשמיכם בעתם וחרב לא תעבור בארצכם		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
3709c11c3670ee6cef33fdf11d7b51bec870accdd8ae4488aea282dc0d939ff3	הלוא לא ייתכן שמשפחה בת שמונה או תשעה ילדים תקבל חמשת אלפים שקל		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
3710579d1a9f50f0627352e1017a5bb9d504b618a96f1a72af6ff95f53604ccf	והטענה העיקרית המועלית נגד החלטת המועצה היא פגיעה בחופש הביטוי		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc	1	1
3713b7c0f8d570ec7bb8cb76349b3109a0073fd820b573048281e91ef6649e7e	אני מוכן ללמד אותך את ההיסטוריה של נגבה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129555.doc	1	1
3719899167f91f8a4d2a855b1d0b050a36f6be9bbe49687febeaee5449116dfd	אני רוצה להזמין פיצה אחת לרחוב הפלמח בלי זיתים		ציטוט עצמי	1	1
371ec63ee79cf54306a5b7eaa3a88980c74b59f0853c0636ec04d3d8cd8ec822	האלטרנטיבה היא ברורה, ואנחנו ניקלע להידרדרות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc	1	1
372d5011f3ed7955e6ef72f18e1366110f8120e3ec5662b2b1150ac68a35ba7d	מפעל בירושלים באזור פיתוח א' קיבל אזור פיתוח א'		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	1
3731f40f4c1fb7b1b7be86a273107e7cfd61f909768f0d80c0b3adefe704849b	הערה ושאלה: ההערה היא שגם בעת פעילות מבצעית		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_182094.doc	1	1
37343b60e2a52f6c4e2c5cb9e806f8e42f82f95906fd9f1b10182078aa40c406	אתה בתור ירושלמי צריך להגן על ירושלים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129150.doc	1	1
37390e01bbe3b5a5bdedf0f38bfbb1b1f16ac07234439fac816a47e9f4102bae	אני מניח שהוא לא מצפה שזה יקרה מחר		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129039.doc	1	1
3753090a30566adc32e55e1adcb3f52aaf21025e153c69b2a0b553ad54eb4e4e	במסגרת הרוויזיה ועדה טכנית מכינה המלצות בעניין הצללת אתרי המשחקים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	1
3755599aa088bb3fd269c8f498ca57c6ffaa2a60215646e4e347f80bbc7838a5	פיקפקתי אם כדאי היה. המטרה כאילו נעלמה מעיניי.		sentence-collector	1	1
37673643da1596be5269c7728677d98c1cfcc7bba20298081a4806e471102760	מה ההבדל בין השטח הכבוש שנקרא אוניברסיטת תל-אביב		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_182543.doc	1	1
37683642850f41e3d64198924e6f2d1fe82a72dfbe07f931e84698599083905f	אדם שמקבל הבטחת הכנסה אסור לו להיות בעל רכב		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129651.doc	1	1
3771ee6370dbe3d73f6fd4577fc050ad5f5aae729314f637dc4e9d43b77d62b7	המחירים ירדו במונחים דרמטיים בעשור האחרון		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc	1	1
377439acfc426caf5ef4c4916e840d6841dbc1911d588094f851b4aea1881b2e	אני מפנה את דברי אליך גם כאל איש ירושלים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
3775c8081f6d51d8389d30241e5cb87958b16880162c8122a671da4765ec5fc1	תקיימנה דיאלוג פתוח ומעמיק אשר יאפשר להן להבריא פצעים שנותרו פתוחים עשרות שנים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc	1	1
377f8507f445ed7342818fdf692d1de288b2337346585b6d48a13281cec83c31	לאחרונה נמסר כי האישור יוגבל החל מכיתה י' ואי-אפשר לקלוט תלמידים לכיתה ט'		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	1
377fa9a03b9e516b995d329874fca6c9198b58c7845a2a19b902496376acca27	יירשמו אצל מזכירת המזכיר בשביל לעלות לדוכן		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_195916.doc	1	1
378728927d551188ea3548f35b5d5fcb43f0f5ed736c27796c49f7df99b2d6f1	הרי ברור שהוא פלא: הוא הכי נמוך		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181452.doc	1	1
37a80e11c659829d29997b17ec41c0ea341371033d7400d964920999d765a36d	זה מקום שבקושי אפשר לחיות בו		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
37ac1e3d4b8dff7374b2535ba8796a4b77351ae93d94a3cb9407d4e02be421f9	כָּל סֵמֶל הוּא מוּעָט הַמְּרַמֵּז לְהַרְבֵּה.		sentence-collector	1	1
37c8bd8c33cf1bf152ddc026dd134989124984b4b55f9d5ca0a6327547cc4e16	למשל, והבן-אדם בכלל מתעלם מהבקשה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129684.doc	1	1
37cf409fd8d9f325eaa5c3c7ca3546461300fe6bf0dfb48bed45f905dd38175c	כשממקמים מתקן גז בהיקף כזה בתוך אזור שממילא הוא רווי במפעלים וחומרים מסוכנים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc	1	1
37d11b39a70c636ffba5d8d35cfbabc57f44b18f3078f48018d37154d0752966	בעוד שניות מספר תעלי לדוכן להשיב		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc	1	1
37d9d27f9d8587426ed178fe69ad4ea73fe7d4e3fd2011b865e7de7a7a999f60	אֵין לֶאֱהֹב אֶת הָאַנְגְּלִים. שַׁתְקָנוּתָם צוֹפֶנֶת מְזִמּוֹת.		https://benyehuda.org/read/11770	1	1
37de63477d37117213f909a095c3f41a3814e7de9cf1b99f4022ae0be7eba66b	מערכות התמך האחרונות שנותרו להתיישבות העובדת הן מועצות הייצור החקלאיות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
37fb63766593155d2c52437f9077e19eda692a428812a6b7a3153efb21b7a188	אלא התחילו לגנוב מתכות כמו תמרורים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc	1	1
37fb7310e4fb611b49065fa896f0222aeca8411420b61743cb713b1e69a7fce5	באמת תודה רבה לכל אלה ששותפים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175836.doc	1	1
38035977a9c6aded0fab500331877842472919dd7bd243b2e9fe27df4cc0a7bb	אני יודע מה זה כשהמשטרה חושדת		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
38046ee76e8cef5c8a0b68f4f595ff3d3b3f293d5713d97cccc60110c4d67224	אנחנו לא נסתפק בהודעות לעיתונות שהמשטרה מוציאה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_195916.doc	1	1
381381a0a338ce345edc308fa5b1574aafba3f46f577e9ba464634385228bcbf	ומה שקרוי הניהול המושחת המשיך בקרנות ואיגרות החוב המיועדות ניתנו		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
38169a6d94b488558bf1b1af379a3ef3cf80486ca171d3503533e64a95220308	פיזור האוכלוסייה ויצירת מקורות עבודה חדשים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc	1	1
3821060ee9e044d1fd404f0ea0feb5161351adb8424de68dd786ca32dcadd305	אני מוותרת על ההכנסה מהתרופות האלה למס הכנסה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129041.doc	1	1
38290dd3738c080278cacf2cb56af604aeab6a5efb311fd5df0ea2034f8697cb	ואם היה תורנו היום להגיש אי-אמון		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
382e7c2be16b35381ff3548c00282798ab2f51ba6aa43ee36b7752d916122087	אני חושב שהבשורה האמיתית אמורה לבוא בתקציב אלפיים ושבע		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129744.doc	1	1
383b26dab36558ef926d0a5c46d9c9e5e09002220c0751cadce74e08222674a1	שהם לא מתכוונים באמת לעניין כלכלי		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc	1	1
383bb16ca39c3f07dde14c5ee9abb5053b08df1778ceb40295150667be780cb7	אולי באמת אוהבת היא את הזקֵן, ומפני זה כרוכה היא גם אחרי משפחתו?		sentence-collector	1	1
383d0e4859477a3f13ec72a63cae0ca1e2b00c7f2b09c8b5f0c97059d831ffa0	כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא יכולתי לנשום.		ציטוט עצמי	1	1
383e9523781762c83ec42dd3ca4b39478b226124b13d782b80866309c0eb96bf	רק התשובה היא חד-משמעית וברורה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175818.doc	1	1
384029ff2462b6a1617ba7b62eb9df162427889aae1eaed29b99d9c8fabfc694	אפשר להשקיע בו כספים ואפשר להרוויח בו כספים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc	1	1
38438778db9d8eece12e789490e171d336604598a47494b71b409944fb309b3e	לראות שהיא לא עמדה בשום מחויבות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
3843d0e10fe5aded98bcdf9073668c435fa85cd44b5057f33f68c86c3818d6db	התגלו סגולותיו כמארג שנחשף אט-אט; יפי תוארו		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_199973.doc	1	1
384a858eb2ea029217a90709e594594cfa90ec1e06a0d98d2c1a78ed38caf0f3	ואני חושב שלעמוד פה ולהשמיץ בהכללה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc	1	1
384dac179c02c93aad8d1df2e84c61f16f57a9d0eccb4f0121017674701c017a	בצמתים מרכזיים, בערים דוגמת ראשון-לציון		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
384e4985d3fdd963fef8b43d5966367e6d28e0d472aa8873836059590a6491b5	כיוון שהפחתת קצבאות הילדים תפגע במקבלי הבטחת הכנסה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
385c2e041d64465c82cd6d9f62d55d4c0ed6ff35d63c1b80f5565ce84471f22f	במפגש שקיימתי יחד עם בכירי המשרד עם ראשי הרשויות הדרוזיות הוצגו בפניהם תוכנית העבודה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
387485639b42a66e216122c450baca610670a13aea303255e7830c84056c79fa	אירן זה איום לאינטרסים - לא רק של ישראל; של המערב כולו		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
387823acdd2c4e902e2b2d598c333b051df3c82cc5ebaa57eba7cfc8edc0c432	אני לא אומר שלא - אבל אם אתה הולך לתהליך כזה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
387be76beda9ffc1216c7150413911b1f480d9d17464d281024584d42833e99e	קודם שיקרתי לך.		sentence-collector	1	1
388f7a138abe420852bc2358c3d9b59e720eed173e660484b19f7cf898b9ce9b	כלכלה פותחת, כלכלה סוגרת, הכול אפשרי		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
38928a28c61c489776c9ffdc4c5915bff95ff0aab1b74fa8a927e163faf21f8e	שלא יתפרש כאילו הם התמנו ללא ההכשרה הראויה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175836.doc	1	1
389b7a5a0160dd71de3b650d039d2561507bd2704ae60086f1a9f68982dd1004	וארצות-הברית היא המודל בשביל נתניהו מבחינה חברתית-כלכלית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
38b1c1eb3ab7340b7f90ec226dfdc98d112bd559228bec87cfb7af3c9bcb3055	לא פחות, שמע כאן שהוא מסית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc	1	1
38b7d1034d4df913e83dabc511a30757ad8f2443b2efef4922a2f3e6e025033d	"הוציא אדם סינגל בכורה שנקרא ""להיאבד ברוח"" ולאחריו הוציא את הסינגל ""אל תבכי"""		https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%9E%D7%A8_%D7%90%D7%93%D7%9D	1	1
38c390d3fa483fdfbfdfe55c9bb96824e714292c1d4e3d92b445b8aa41504ff8	אני מדבר על בעיה חריפה במיוחד בכפר משהד		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc	1	1
38cb72bf8bafecb28d2149f7470c049873b008fb50bdea3078f8187aae2cfbc5	נובמבר, ולפעמים מחסנים גם בחודש דצמבר		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc	1	1
38ce921397e35830fd3399200ec07aa4ce37c9ed8770fac294810d9eb129114b	אבל אנחנו רוצים גם לתת פתח לדרכים אחרות		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129733.doc	1	1
38d9a7e6d6e66d36c1e6bd71c82e6342ccae14f64473ace28ea3fd07cea07076	התמודדות עם דיכאון יכולה להיות קשה		ציטוט עצמי	1	1
38dfaf1a6dd2e55980c7d2aa7345a842609d7a94db51b0e54bac11f57d3a032e	באפריל אלפיים ושלוש בוטל מרכיב המענקים במשכנתאות והומר להלוואה בתוספת חמישים אחוזים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc	1	1
38e410fc5ae0872f66d7b94519c0c99d93db45796b226812721ec7aae069eaab	אבל אני מזכיר שאנחנו עדיין בתקציב אלפיים ושש		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129744.doc	1	1
38e46f1852df2c52247573536e7ab3ef97e3eb9e48d7c1665a789156ff4ec3d6	בישיבת הפתיחה של השדולה למען הילד		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
38e59f211e8269a44777b9e86dcefab33c24a7f26fb5f532fbccccc7a9c41769	הצעותינו לא נענו ובקשותינו לא נתמלאו		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc	1	1
38e6479e32d12c6e20f92634399b12d292f880ea6506f28e59dbbdf8e72d2ed4	אולי פתאום תראה שמישהו מחייך גם בטלפון ולא רק במודעות		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
38eaf53dd0bea1a865eaa8377a42dc01065c9f576be3bfbe654a8bbc4cb56fa1	וגם בזה נזכרתם רק אתמול בלילה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
38f28b8b60a32704c5108c346e22e3e9f57a85a9c2eaef4dce0b305b33c9db94	להשתמש בה ככלי ולומר: אין לי כלי אחר חוץ מהאופציה האזרחית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
38f5d1d0ddba97e2860b7f19492a110b707ca59b47ae87ddb48024aeda488a07	שהקדוש-ברוך-הוא לא סובל צדיקים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129039.doc	1	1
38fb137c07f8e336b686163020f24b09df79b6fad580e8c87b24c6e8e212eb65	כדי שנדע איפה אנחנו עומדים ונראה איך אנחנו צריכים לטפל בסוגיה הזאת		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	1
3919798bb5495af9355156326cdb0e13f534591c43bb8ea67049cf9e90367086	בשעה חמש תיפתח הישיבה המיוחדת לזכרו של יצחק רבין		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	1
3926da3ae9699cf1710bf9f31debbf424962ee2b9cdbac9f773c5ae8b2a549f0	ראינו איך רצית להצביע נגד חלק מהגזירות הכלכליות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
392d7e072ffdb7b13dd49a8894988f9bbb8ddcee4af133b03f4f7a370a9e9425	שיפור זה תרם לשמירת היציבות באי-שוויון ובעוני לפי הכנסה כלכלית		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129684.doc	1	1
393323c703719cb8355753ba2330ee34ab1d18420b078c621ef837aaa8e46880	אני ולא שרף, אני ולא שליח		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc	1	1
394477984abe2c504e2cedf872a129d291ccab4aa3cefa8e686e4daff55dc8bf	אני מקווה שזה יבוצע הלכה למעשה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129733.doc	1	1
395855f6ed5a929506e7114f830dd320b1215fe1f0eae68cb02008c618dca54d	כי לפעמים הנזק הוא עצום והתביעות הן במיליונים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
395a376713cbc461b4cd9736c3e99efad8045df3ed17741683978bb0388ddcdc	והצמיחה הזאת גם הביאה לכך שהאבטלה המסודרת		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc	1	1
395fe9ab17245ab274228a896d1786d999bde3ebf89b5f8afa8393efc1f7d2e4	יישאר שם במעקב ויועלה לדיון רק בעת הצורך		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc	1	1
396d4352b567e9af0ce9e65b5724c327e7fbb5f6b1ba9fe11648abc393c9a9a9	זה לא משהו שהדפסנו לאור המחאה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175893.doc	1	1
398195f5b0e16c5d0791096c3c294017a85ec91481e382869b99555737d51608	אני מקווה שאדוני יעזור לרשות ולרעיון שהביא להקמת הרשות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	1
3981ccfb28105f8fe7672e341fe439a7bb11dbcae19d322d3d64ebd55ae3555f	הציבור הערבי לא חייב לקבל הסברים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
3991693f7f1487847561ad5923f0c27f01e4d666d91a2c8fa103e56d23609703	אני לא מתכוון להתקדם לפני שרון או אחריו		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
3991b7ad78bd79b40e14c6cd0e8d74a23ecba69c09b7a9f9c4c7f31926ead16b	אבל איך אפשר שלא להשאיר פתח לאופטימיות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
39992a5a10bf797acc70dc65d8c2bc14aa5a9f28b9cfb3641e7e9fab2747a56b	אנחנו מוכנים לרצוח אלף וחמש מאות בני-אדם ללא הבדל גזע		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_182094.doc	1	1
39a16652d6cacbc8da707729c04a93911b4155b9173e9c0d7337ee4c430a2209	מאפשר התאגיד הבנקאי ללווה לבחור בין שלושה מועדי פירעון שונים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc	1	1
39a70f5eb086340b961eb9cd7fc5d9ee903a272bca392f0a5218295a16e144aa	או למפלגה כזאת, או למפלגה כזאת		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
39b847b788b72e56b08e246d32ee8612b643a1b63a2f6e3442df0389f444580d	שפיתח ושכלל ועידן עד מאוד חלק מן הנוקשות המקראית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129150.doc	1	1
39c1b27162b6317dfd4b024cf0be6852aa169eb58379b0549bd545dc15e32489	תיקחו בחשבון שרק בשפה העברית יוצא שזו מפת דרכים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
39c4de0867256a21ff5783f97069ba6a887cb38ac42eb8d611c24caef81d440e	אין אני חומל עלייך כלל. טעית בי.		sentence-collector	1	1
39c75d38912a5ab0d928ef6767a7a68855ca247d790d15129ff138e908f1e554	בעיקר בקרב האוכלוסייה המשתייכת למעמד הביניים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
39d243ab7ee3a6305f4d18524e34fa385e509200242c4774ae64478b52120724	והבנתי גם שוועדת החינוך הולכת להתכנס לדיון		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	1
39d577b06e45e5c3a4ead6680667bb39120c343c5c03e3a16818075e62cb4b59	האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc	1	1
39df35db94792ffa37b2df16925befbfa1cd6f196c8b368bb249a2a505264346	תחנת האוטובוס החלודה זקוקה לשיפוץ		ציטוט עצמי	1	1
39f2c541ea18d0f8e3611a0ddcbee13783eed96082276f144652cd83b27a76d8	אז ירושלים שואלת בצדק: למה לא אני		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175836.doc	1	1
39f70e6214e2444b42f6a9a81a67da6549357d75ac3cf234b17a78399383f278	למעט כאשר החוב הוא חוב מזונות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc	1	1
39fc9593fd50b9d9d5cb8f293e51a98ad4f26306c5e27efe7e032b6e6ed62c57	ומשם תהיה פתוחה הדרך לתהליך מדיני היסטורי		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc	1	1
39fe01560f98414b7d073b86ee411cccc92aed9e4e8680c977f66d6d94b75267	אני לא שמעתי הפרה בוטה כזאת		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
3a066c7546929467368efc3265ef3d69c3309337eec90e6ce1a504627d95611c	מה ששמעתי ומה שקיבלנו - ההחלטה של בית-המשפט		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
3a06ff5def42f9f88339b0653a54ce638c9e88d8281f47bf87386ae892e28c4f	תהפוך הבריכה הצפונית למקווה מים שמור		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129148.doc	1	1
3a10c4ed64b72e8785501930670ee0f155a31bb585d0d5d60f727a5f15390e3a	חלון ההזדמנויות העולמי הוא לא גדול		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	1
3a140f2c935b3b9f8a090097ffa5a1821f8514bb824da4ecc996f78883f20767	זו היתה, איך אומרים, חצי נחמה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
3a241290e54cb305ca1cff8f8ffffad21ef3e2f30353c131b4b07709df592e5c	קצבת הבטחת הכנסה היא שק איגרוף של נערי האוצר		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
3a2cf0a9381d353da2ad04590eb25b6ec8993b618dc9b840852ed9c657790d5f	נשב ונדון בסנקציות לא בקול רם		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc	1	1
3a2ff9ecc815c55a237f51b04084f03875ad0b6493c06aa7dc15d1681d7d3c0b	גם בארצות-הברית יש הרבה ויכוחים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
3a322e79c9a196bdbe9c4bac6e92debbdb33178143896db8d110269ddae46aff	תפעיל את השיר של אביב גפן בספוטיפי 		ציטוט עצמי 	1	1
3a34fe21b69076f3165ae628160999e0f8174047e11ab200579b264c604c5dac	לפני כשלושה שבועות אנחנו קיימנו דיון בוועדה למעמד האשה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc	1	1
3a374ce5ad0d3ef6185649ae2cec295ffc93ece45f75ddcb81c37c59a08e438a	יוסמך הבנק לתת אשראי תוך-יומי למשתתף במערכת כאמור		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	1
3a395585c66c48c9094572b89d401e095f6f7415206f6d942d135eb49c723cc7	הארנונה בדימונה מוגזמת לעומת ירוחם		ציטוט עצמי	1	1
3a4d50a21c40b92456b0c6747c3c5a0f666dc3769edc49ab36d27038d95d055b	עמדתי פה אתמול שלוש שעות וחצי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc	1	1
3a5d2ebbaffde0cd8f379e4446a53ea5b48ed2c445f3a4489389347b45f45792	אני מעדיפה לדבר עם נציג מכירות. הם יושבים במוקד העירוני		ציטוט עצמי	1	1
3a69644eab6b0f2fe2a197d83e8fb1f54c0d2acf276d5de2260903f44bf2ae65	תצא איזה בשורה גם בנושא הדיור		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175816.doc	1	1
3a696feb78e03353e429a5669808e49cb8b301bd4456294aaae909e50b7d6078	אולי יש פה חלק שירצו כן להאזין		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
3a69d012afd28b6d79fa6b09b01134e5f43b63e79d0614382ea563280321b380	לכזה שפל מדרגה, לא רק מוסרי		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129039.doc	1	1
3a6bc4dbc9590087612b4833eb63ffbaf31b2aea5d8909496926586eb80ad101	שההעלאה הזאת מאושרת בתנאי שתיערך תוכנית הבראה ברשויות המקומיות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	1
